,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.25,0.26,0.39,0.42,0.28,0.96,0.0,0.08,0.25,0.32,0.09,0.28,0.37
badtrinity-zero.csv,0.17,0.22,0.97,0.26,0.43,0.14,0.11,0.13,0.22,0.72,0.75,0.65,0.56
bibletime.csv,0.44,0.54,0.65,0.52,0.52,0.19,0.14,0.76,0.15,1.0,0.9,0.78,0.61
critterding.csv,0.34,0.97,0.57,0.28,0.38,0.18,0.17,0.6,0.09,0.63,0.8,0.37,0.63
elateportal.csv,0.29,0.48,0.26,0.47,0.37,0.12,0.0,0.41,0.0,0.06,0.98,0.25,0.33
fmri-dmt.csv,0.04,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.2,0.06
ftm.csv,0.56,0.51,0.51,0.49,0.51,0.21,0.09,0.53,0.17,0.67,0.2,0.66,0.93
gusanos.csv,0.13,0.61,0.65,0.54,0.48,0.18,0.14,1.0,0.2,0.81,0.47,0.04,0.18
monetdb.csv,0.43,0.51,0.39,0.44,0.96,0.12,0.16,0.56,0.1,0.51,0.66,0.51,0.5
quarkplayer.csv,0.27,0.25,0.25,0.26,0.19,0.06,0.95,0.39,0.11,0.24,0.54,0.16,0.24
reactos-mirror.csv,0.91,0.56,0.59,0.43,0.54,0.18,0.13,0.74,0.2,0.71,0.95,0.79,0.64
sandiaportals.csv,0.58,0.6,0.56,0.57,0.52,0.2,0.15,0.78,0.14,0.88,0.74,1.0,0.63
xbplayer.csv,0.39,0.38,0.32,0.99,0.38,0.19,0.18,0.48,0.18,0.19,0.09,0.34,0.45
