,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.11,0.0,0.04,0.27,0.08,0.0,0.16,0.03,0.13,0.07,0.0,0.11,0.13
badtrinity-zero.csv,0.05,0.17,0.01,0.13,0.52,0.58,0.46,0.14,0.44,0.36,0.17,0.06,0.31
bibletime.csv,0.23,0.63,0.51,0.59,0.65,0.59,0.61,0.52,0.68,0.0,0.67,0.39,0.79
critterding.csv,0.28,0.0,0.66,0.54,0.3,0.57,0.48,0.41,0.56,0.43,0.83,0.22,0.41
elateportal.csv,0.36,0.34,0.26,0.35,0.11,0.02,0.07,0.21,0.21,0.07,0.0,0.11,0.23
fmri-dmt.csv,0.01,0.0,0.01,0.07,0.01,0.02,0.01,0.0,0.0,0.0,0.17,0.06,0.06
ftm.csv,0.47,0.17,0.38,0.38,0.4,0.41,0.49,0.24,0.58,0.21,0.33,0.22,0.01
gusanos.csv,0.07,0.78,0.39,0.64,0.7,0.48,0.53,0.0,0.34,0.64,0.33,0.0,0.13
monetdb.csv,0.33,0.51,0.16,0.35,0.02,0.24,0.43,0.45,0.23,0.5,0.17,0.0,0.45
quarkplayer.csv,0.29,0.34,0.17,0.27,0.41,0.35,0.0,0.41,0.18,0.07,0.33,0.33,0.18
reactos-mirror.csv,0.04,0.61,0.63,0.74,0.32,0.43,0.76,0.62,0.65,0.57,0.83,1.0,0.89
sandiaportals.csv,0.53,0.61,0.56,0.63,0.61,0.62,0.54,0.9,0.56,0.71,0.33,0.0,0.75
xbplayer.csv,0.26,0.2,0.11,0.0,0.08,0.12,0.19,0.17,0.23,0.14,0.0,0.0,0.27
