,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.17,0.15,0.25,0.43,0.19,0.92,0.0,0.04,0.33,0.2,0.05,0.17,0.26
badtrinity-zero.csv,0.1,0.15,0.96,0.19,0.57,0.58,0.45,0.07,0.67,0.61,0.61,0.49,0.52
bibletime.csv,0.38,0.65,0.73,0.81,0.83,0.83,0.73,0.75,0.67,1.0,0.89,0.72,0.84
critterding.csv,0.29,0.94,0.67,0.36,0.38,0.75,0.73,0.51,0.33,0.5,0.75,0.25,0.67
elateportal.csv,0.25,0.44,0.19,0.55,0.28,0.08,0.0,0.28,0.0,0.03,0.95,0.15,0.25
fmri-dmt.csv,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.11,0.03
ftm.csv,0.65,0.41,0.48,0.6,0.64,0.67,0.36,0.4,0.67,0.53,0.11,0.53,0.89
gusanos.csv,0.08,0.85,0.67,0.88,0.79,0.67,0.64,1.0,0.5,0.77,0.32,0.02,0.11
monetdb.csv,0.41,0.56,0.28,0.5,0.96,0.25,0.64,0.46,0.17,0.38,0.5,0.34,0.51
quarkplayer.csv,0.22,0.21,0.16,0.24,0.19,0.17,0.91,0.28,0.17,0.14,0.39,0.09,0.16
reactos-mirror.csv,0.89,0.68,0.7,0.71,0.62,0.58,0.82,0.75,0.83,0.62,1.0,0.87,0.97
sandiaportals.csv,0.72,0.74,0.62,0.93,0.81,0.92,0.73,0.9,0.5,0.91,0.61,1.0,0.87
xbplayer.csv,0.33,0.29,0.22,0.98,0.28,0.25,0.36,0.34,0.33,0.11,0.05,0.21,0.38
