,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.33,0.47,0.45,0.98,0.62
kmess.csv,0.38,0.59,0.55,0.52,1.0
minig.csv,0.1,0.57,1.0,0.48,0.67
rezilla.csv,1.0,0.45,0.38,0.4,0.63
webdriver.csv,0.25,1.0,0.38,0.67,0.7
