,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,67.0,0.0
freedom-erp.csv,1.0,77.0,0.0,114.0,0.0,225.0,0.0,0.0,2.0,67.0,66.0
haggle.csv,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,67.0,0.0
jchassis.csv,60.0,77.0,78.0,114.0,68.0,225.0,147.0,166.0,56.0,1.0,66.0
jmoney.csv,0.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,10.0,67.0,1.0
jsidplay2.csv,9.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,28.0,67.0,1.0
madman.csv,2.0,2.0,78.0,0.0,0.0,3.0,1.0,0.0,0.0,67.0,66.0
matrex.csv,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,67.0,0.0
mediate.csv,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0
primefaces.csv,20.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,23.0,3.0,0.0
tmva.csv,3.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,67.0,3.0
