,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.48,0.58,0.65,0.96,0.7,0.78,0.94,0.95,0.89,0.71,0.83
freedom-erp.csv,0.86,0.0,0.8,0.0,0.67,0.0,0.83,0.41,0.67,0.0,0.0
haggle.csv,0.9,0.42,0.46,0.55,0.55,0.58,0.56,0.56,0.52,0.78,0.8
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0
jmoney.csv,0.5,0.88,0.64,0.92,0.89,0.96,0.47,0.96,0.77,0.83,0.75
jsidplay2.csv,0.34,0.67,0.39,0.93,0.47,0.66,0.52,0.31,0.44,0.45,0.38
madman.csv,0.67,0.91,0.0,0.92,0.75,0.94,0.86,0.88,0.88,0.0,0.0
matrex.csv,0.46,0.48,0.44,0.83,0.42,0.5,0.46,0.31,0.37,0.75,0.86
mediate.csv,0.39,0.6,0.36,0.51,0.47,0.51,0.39,0.46,0.59,0.57,0.58
primefaces.csv,0.38,0.42,0.44,0.48,0.57,0.45,0.34,0.45,0.44,0.46,0.41
tmva.csv,0.39,0.43,0.43,0.49,0.46,0.52,0.36,0.32,0.42,0.61,0.35
