,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.3,0.09,0.81,0.21,0.44,0.19,0.3,0.2,0.98,1.0,0.37,0.91
ctrlr.csv,0.23,0.0,0.89,0.25,0.25,0.0,1.0,0.18,1.0,0.12,0.17,0.5
dvt.csv,0.17,0.19,0.8,0.98,0.57,0.02,0.31,0.33,1.0,0.05,0.0,0.69
flylinkdc.csv,0.97,0.07,0.79,0.21,0.58,0.18,0.24,0.5,0.93,0.19,0.36,0.85
free-evolution.csv,0.28,0.09,0.83,0.34,0.29,0.2,0.29,0.31,0.99,0.25,1.0,0.83
fw4spl.csv,0.15,0.0,0.82,0.25,0.26,0.96,0.35,0.23,0.97,0.11,0.24,0.57
ipfire-wall.csv,0.35,0.14,0.83,0.29,0.33,0.19,0.23,1.0,0.33,0.18,0.22,0.75
ldview.csv,0.28,0.11,0.88,0.14,0.95,0.15,0.12,0.26,0.98,0.29,0.38,0.78
nuttx.csv,0.29,0.07,0.99,0.44,0.43,0.14,0.16,0.35,0.97,0.15,0.23,0.52
uclmda.csv,0.25,0.12,0.9,0.2,0.44,0.14,0.22,0.21,1.0,0.2,0.26,0.6
vdsf.csv,0.3,0.77,0.73,0.29,0.4,0.16,0.27,0.33,0.96,0.14,0.22,0.48
xcf.csv,0.35,0.13,0.78,0.32,0.42,0.19,0.31,0.3,0.97,0.18,0.29,0.97
