,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.26,0.42,0.46,0.17,0.42,0.29,0.17,0.07,0.3,0.9,0.25,0.36
ctrlr.csv,0.1,0.0,0.05,0.02,0.12,0.0,0.92,0.13,0.59,0.2,0.04,0.11
dvt.csv,0.13,0.36,0.18,0.98,0.23,0.02,0.42,0.2,0.27,0.05,0.0,0.32
flylinkdc.csv,1.0,0.43,0.33,0.38,0.38,0.42,0.45,0.7,0.18,0.37,0.52,0.39
free-evolution.csv,0.44,0.05,0.53,0.35,0.12,0.44,0.22,0.26,0.54,0.25,0.9,0.36
fw4spl.csv,0.27,0.0,0.54,0.42,0.4,0.92,0.71,0.38,0.63,0.46,0.55,0.52
ipfire-wall.csv,0.23,0.55,0.46,0.33,0.06,0.29,0.28,1.0,0.01,0.15,0.14,0.23
ldview.csv,0.5,0.15,0.44,0.22,0.91,0.22,0.06,0.36,0.65,0.2,0.4,0.26
nuttx.csv,0.56,0.13,0.98,0.76,0.57,0.51,0.27,0.59,0.5,0.17,0.24,0.35
uclmda.csv,0.38,0.09,0.47,0.09,0.54,0.55,0.22,0.34,1.0,0.59,0.45,0.5
vdsf.csv,0.51,0.89,0.22,0.49,0.6,0.22,0.21,0.13,0.46,0.44,0.41,0.44
xcf.csv,0.68,0.65,0.36,0.5,0.63,0.71,0.53,0.46,0.51,0.62,0.59,0.99
