,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.19,0.86,0.82,0.22,0.27,0.16,0.12,0.11,0.17,0.0,0.11,0.03
ctrlr.csv,0.1,0.0,0.03,0.03,0.16,0.01,0.0,0.24,0.0,0.21,0.05,0.1
dvt.csv,0.2,0.13,0.18,0.01,0.08,0.15,0.31,0.16,0.0,0.12,0.08,0.13
flylinkdc.csv,0.01,0.8,0.36,0.55,0.14,0.25,0.47,0.35,0.33,0.23,0.26,0.07
free-evolution.csv,0.38,0.99,0.77,0.25,0.14,0.24,0.17,0.24,0.17,0.1,0.0,0.07
fw4spl.csv,0.54,0.02,0.59,0.5,0.7,0.01,0.58,0.65,0.5,0.72,0.55,0.4
ipfire-wall.csv,0.13,0.32,0.44,0.3,0.05,0.16,0.29,0.0,0.33,0.1,0.13,0.07
ldview.csv,0.46,0.09,0.26,0.48,0.03,0.16,0.12,0.46,0.33,0.07,0.19,0.07
nuttx.csv,0.75,0.97,0.05,0.44,0.43,0.81,0.46,0.7,0.83,0.96,0.94,0.9
uclmda.csv,0.38,0.05,0.23,0.12,0.38,0.54,0.24,0.59,0.0,0.38,0.36,0.33
vdsf.csv,0.82,0.03,0.33,0.81,0.73,0.15,0.95,0.97,0.83,0.85,0.86,0.83
xcf.csv,0.56,0.42,0.44,0.43,0.57,0.49,0.42,0.81,0.5,0.52,0.47,0.03
