,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.25,0.16,0.78,0.17,0.41,0.22,0.19,0.09,0.41,0.93,0.27,0.47
ctrlr.csv,0.12,0.0,0.08,0.04,0.14,0.0,0.95,0.14,0.7,0.14,0.05,0.16
dvt.csv,0.13,0.23,0.26,0.98,0.29,0.02,0.34,0.22,0.37,0.05,0.0,0.4
flylinkdc.csv,0.99,0.12,0.43,0.27,0.42,0.24,0.31,0.59,0.26,0.24,0.42,0.49
free-evolution.csv,0.33,0.16,0.81,0.33,0.14,0.27,0.23,0.26,0.66,0.23,0.94,0.45
fw4spl.csv,0.18,0.0,0.68,0.31,0.32,0.92,0.49,0.29,0.8,0.18,0.34,0.53
ipfire-wall.csv,0.25,0.22,0.57,0.29,0.08,0.22,0.23,1.0,0.01,0.15,0.16,0.3
ldview.csv,0.36,0.11,0.55,0.16,0.93,0.17,0.07,0.29,0.78,0.21,0.37,0.34
nuttx.csv,0.43,0.13,0.99,0.58,0.49,0.24,0.19,0.48,0.98,0.26,0.37,0.66
uclmda.csv,0.3,0.09,0.58,0.11,0.48,0.22,0.21,0.26,1.0,0.3,0.33,0.53
vdsf.csv,0.46,0.82,0.3,0.43,0.55,0.17,0.43,0.5,0.88,0.24,0.34,0.57
xcf.csv,0.48,0.22,0.47,0.38,0.53,0.31,0.39,0.43,0.67,0.28,0.39,0.98
