,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,7.0,5.0,0.0,11.0,2.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0
ctrlr.csv,2.0,1261.0,0.0,2.0,1.0,369.0,0.0,3.0,0.0,13.0,3.0,3.0
dvt.csv,3.0,1.0,0.0,0.0,1.0,10.0,0.0,3.0,0.0,5.0,139.0,2.0
flylinkdc.csv,0.0,292.0,0.0,19.0,0.0,2.0,1.0,0.0,0.0,5.0,3.0,2.0
free-evolution.csv,13.0,5.0,0.0,1.0,4.0,21.0,0.0,9.0,0.0,3.0,0.0,0.0
fw4spl.csv,3.0,1261.0,0.0,20.0,0.0,0.0,2.0,6.0,1.0,23.0,13.0,2.0
ipfire-wall.csv,5.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,9.0,1.0
ldview.csv,4.0,19.0,0.0,20.0,0.0,10.0,0.0,8.0,0.0,7.0,6.0,1.0
nuttx.csv,2.0,297.0,0.0,0.0,2.0,57.0,5.0,4.0,1.0,24.0,15.0,4.0
uclmda.csv,6.0,11.0,0.0,1.0,1.0,57.0,2.0,14.0,0.0,9.0,6.0,0.0
vdsf.csv,6.0,0.0,0.0,21.0,0.0,18.0,2.0,7.0,2.0,23.0,16.0,4.0
xcf.csv,8.0,7.0,0.0,3.0,0.0,21.0,0.0,5.0,1.0,23.0,6.0,0.0
