,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,carabiner.csv
anaxagora.csv,0.05,0.73,0.22,0.45,0.58,0.5,0.47,0.14,0.53
carabiner.csv,0.06,0.88,0.1,0.5,0.73,0.5,0.27,0.15,0.67
continuum-ide.csv,0.0,0.31,0.0,0.5,0.52,0.67,0.16,0.07,0.0
gtad.csv,0.24,0.25,0.08,0.47,0.54,0.33,0.26,0.19,0.3
htmlunit.csv,0.11,0.6,0.21,0.58,0.69,0.44,0.23,0.18,0.46
jsr308-langtools.csv,0.08,0.87,0.21,0.0,0.93,0.49,0.28,0.15,0.47
kaffeine.csv,0.06,0.89,0.04,0.53,0.76,0.5,0.33,0.13,0.51
stemkit.csv,0.0,0.59,0.25,0.41,0.62,0.43,0.19,0.28,0.15
taokgame.csv,0.08,0.15,0.71,0.13,0.33,0.22,0.2,0.12,0.22
