,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.7,0.65,0.01,0.72,0.41,0.84,0.76,0.61,0.62,0.78,0.53,0.55
jaolt.csv,0.59,0.67,0.68,0.79,0.71,0.99,0.01,0.81,0.7,0.44,0.88,0.73
jcl.csv,0.92,0.97,0.98,0.85,0.87,0.42,1.0,1.01,0.21,0.89,0.87,0.84
kmess.csv,0.67,0.72,0.76,0.93,0.6,0.83,0.68,0.77,0.51,0.72,0.73,0.03
ossbuild.csv,0.76,0.81,0.7,0.95,0.74,0.09,0.84,0.82,0.45,0.85,0.57,0.62
qgo.csv,0.93,0.03,0.88,0.9,0.67,0.81,0.66,0.72,0.55,0.9,0.73,0.84
quark.csv,1.0,0.65,0.99,1.0,1.0,1.0,0.99,1.0,0.86,1.0,0.08,1.0
rezilla.csv,0.68,0.7,0.89,0.0,0.49,1.01,1.0,0.66,0.76,0.71,0.95,0.69
rhex.csv,0.0,0.55,0.67,1.0,0.65,0.97,0.72,0.69,0.6,0.73,0.63,0.82
toped.csv,0.77,0.75,0.73,0.88,0.0,1.0,0.77,0.78,0.53,0.8,0.71,0.89
truevision.csv,0.62,0.81,0.81,0.57,0.85,0.83,0.75,0.08,0.85,0.89,0.81,0.52
wxstudio.csv,0.66,0.65,0.84,0.84,0.74,0.72,0.75,0.78,0.77,0.03,0.75,0.6
