,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.25,0.49,0.99,0.35,0.84,0.14,0.69,0.52,0.27,0.33,0.4,0.64
jaolt.csv,0.29,0.47,0.41,0.32,0.81,0.07,0.99,0.48,0.21,0.66,0.3,0.67
jcl.csv,0.11,0.06,0.04,0.31,0.24,0.52,0.0,0.0,0.88,0.19,0.15,0.27
kmess.csv,0.23,0.42,0.33,0.21,0.82,0.23,0.55,0.49,0.3,0.45,0.26,0.98
ossbuild.csv,0.26,0.34,0.39,0.12,0.55,0.95,0.28,0.29,0.34,0.32,0.4,0.55
qgo.csv,0.07,0.98,0.2,0.17,0.73,0.15,0.52,0.4,0.28,0.18,0.27,0.29
quark.csv,0.0,0.48,0.03,0.0,0.0,0.0,0.03,0.0,0.17,0.0,0.96,0.0
rezilla.csv,0.24,0.61,0.53,1.0,0.76,0.12,0.83,0.52,0.24,0.62,0.32,0.65
rhex.csv,1.0,0.58,0.43,0.0,0.55,0.06,0.44,0.44,0.25,0.39,0.33,0.3
toped.csv,0.28,0.36,0.36,0.5,1.0,0.23,0.43,0.47,0.3,0.57,0.28,0.72
truevision.csv,0.29,0.64,0.55,0.49,0.74,0.15,0.68,0.96,0.24,0.28,0.38,0.67
wxstudio.csv,0.23,0.53,0.26,0.26,0.44,0.2,0.77,0.43,0.19,0.97,0.33,0.65
