,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.37,0.5,1.0,0.36,0.74,0.36,0.54,0.44,0.47,0.31,0.62,0.58
jaolt.csv,0.7,0.38,0.45,0.25,0.6,0.18,0.99,0.52,0.57,0.69,0.42,0.58
jcl.csv,0.1,0.04,0.02,0.41,0.17,0.63,0.0,0.0,0.82,0.17,0.18,0.19
kmess.csv,0.56,0.41,0.35,0.28,0.66,0.48,0.47,0.56,0.64,0.49,0.41,0.98
ossbuild.csv,0.29,0.33,0.37,0.13,0.43,0.93,0.19,0.21,0.7,0.34,0.69,0.47
qgo.csv,0.1,0.98,0.16,0.13,0.58,0.4,0.42,0.48,0.59,0.17,0.47,0.22
quark.csv,0.0,0.47,0.02,0.0,0.0,0.0,0.01,0.0,0.17,0.0,0.93,0.0
rezilla.csv,0.59,0.61,0.37,1.0,0.65,0.33,0.0,0.63,0.58,0.63,0.24,0.58
rhex.csv,1.0,0.59,0.48,0.0,0.43,0.04,0.34,0.37,0.57,0.31,0.49,0.21
toped.csv,0.6,0.31,0.35,0.4,1.0,0.0,0.36,0.55,0.59,0.53,0.41,0.4
truevision.csv,0.46,0.53,0.53,0.51,0.48,0.22,0.54,0.93,0.47,0.3,0.54,0.61
wxstudio.csv,0.56,0.56,0.28,0.19,0.33,0.48,0.59,0.52,0.53,0.97,0.58,0.6
