,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.51,0.28,0.32,0.49,0.4,0.44,0.19,0.0,0.52,0.54,0.7,0.77,0.53,0.72,0.37,0.66,0.43,0.67
decidr.csv,0.59,0.33,0.52,0.39,0.49,0.39,0.3,0.73,0.43,0.49,0.0,0.72,0.63,0.49,0.57,0.66,0.45,0.75
elmo.csv,0.06,0.01,0.0,0.12,0.09,0.03,0.0,0.1,0.16,0.12,0.08,0.04,0.1,0.05,0.15,0.03,0.03,0.1
gpac.csv,0.25,0.13,0.15,0.14,0.21,0.23,0.26,0.35,0.15,0.43,0.27,0.02,0.24,0.41,0.24,0.26,0.31,0.27
illumination.csv,0.07,0.21,0.15,0.17,0.07,0.61,0.59,0.61,0.09,0.39,0.02,0.3,0.13,0.41,0.31,0.34,0.0,0.22
img-browse-sort.csv,0.06,0.13,0.06,0.14,0.13,0.14,0.04,0.04,0.06,0.09,0.1,0.19,0.04,0.15,0.1,0.0,0.06,0.14
jajuk.csv,0.42,0.4,0.45,0.01,0.35,0.39,0.26,0.37,0.3,0.41,0.36,0.57,0.3,0.28,0.41,0.34,0.63,0.41
ktc.csv,0.01,0.16,0.17,0.12,0.12,0.24,0.04,0.27,0.1,0.04,0.1,0.28,0.2,0.08,0.21,0.34,0.15,0.32
miranda.csv,0.48,0.3,0.91,0.23,0.4,0.56,0.37,0.57,0.52,0.39,0.21,0.7,0.39,0.26,0.61,0.26,0.4,0.03
neoengine.csv,0.61,0.91,0.01,0.51,0.26,0.82,0.85,0.55,0.44,0.65,0.26,0.55,0.61,0.46,0.66,0.39,0.55,0.61
nicepress.csv,0.12,0.09,0.14,0.12,0.18,0.27,0.0,0.35,0.16,0.0,0.17,0.34,0.29,0.13,0.17,0.11,0.26,0.33
omseek.csv,0.04,0.03,0.02,0.01,0.04,0.01,0.04,0.0,0.04,0.25,0.03,0.45,0.02,0.33,0.0,0.03,0.02,0.07
rosegarden.csv,0.1,0.22,0.2,0.17,0.15,0.44,0.78,0.29,0.01,0.23,0.29,0.21,0.19,0.36,0.43,0.18,0.35,0.26
smarttag.csv,0.41,0.37,0.96,0.34,0.5,0.42,0.41,0.43,0.32,0.43,0.35,0.74,0.44,0.0,0.46,0.63,0.6,0.51
sylpheed-claws.csv,0.19,0.46,0.39,0.33,0.32,0.35,0.19,0.51,0.33,0.45,0.38,0.49,0.02,0.51,0.44,0.34,0.57,0.63
vapor.csv,0.06,0.1,0.09,0.12,0.12,0.01,0.0,0.14,0.08,0.2,0.18,0.23,0.12,0.38,0.08,0.16,0.08,0.24
zorannt.csv,0.08,0.22,0.05,0.38,0.0,0.21,0.44,0.18,0.02,0.07,0.38,0.19,0.21,1.0,0.1,0.34,0.11,0.08
zscreen.csv,0.42,0.31,0.35,0.62,0.42,0.44,0.0,0.43,0.57,0.52,0.49,0.72,0.42,0.69,0.5,0.58,0.55,0.81
