,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.48,0.1,0.5,0.56,0.14,0.35,0.78,1.0,0.34,0.39,0.58,0.58,0.56,0.22,0.15,0.26,0.24,0.68
decidr.csv,0.32,0.15,0.47,0.61,0.2,0.18,0.76,0.68,0.32,0.37,1.0,0.57,0.54,0.27,0.1,0.31,0.29,0.67
elmo.csv,0.29,0.83,1.0,0.27,0.08,0.5,1.0,0.55,0.07,0.0,0.48,0.75,0.48,0.33,0.05,0.0,0.0,0.39
gpac.csv,0.45,0.0,0.59,0.64,0.12,0.38,0.72,0.72,0.42,0.42,0.62,0.98,0.66,0.3,0.16,0.33,0.29,0.71
illumination.csv,0.48,0.07,0.45,0.45,0.41,0.22,0.53,0.63,0.41,0.31,0.71,0.55,0.64,0.24,0.13,0.24,1.0,0.61
img-browse-sort.csv,0.72,0.1,0.72,0.73,0.36,0.38,0.89,0.94,0.66,0.14,0.79,0.64,0.84,0.25,0.29,1.0,0.33,0.81
jajuk.csv,0.54,0.1,0.46,0.99,0.25,0.2,0.75,0.75,0.45,0.5,0.65,0.44,0.63,0.15,0.18,0.41,0.18,0.73
ktc.csv,0.99,0.15,0.65,0.78,0.38,0.37,0.94,0.73,0.66,0.8,0.8,0.55,0.62,0.57,0.2,0.32,0.41,0.76
miranda.csv,0.53,0.13,0.39,0.66,0.23,0.25,0.66,0.71,0.36,0.41,0.65,0.54,0.56,0.38,0.13,0.41,0.26,0.99
neoengine.csv,0.44,0.06,0.99,0.53,0.26,0.27,0.6,0.71,0.35,0.34,0.69,0.58,0.54,0.38,0.13,0.32,0.23,0.72
nicepress.csv,0.73,0.0,0.68,0.67,0.27,0.41,1.0,0.76,0.55,1.0,0.71,0.63,0.61,0.17,0.25,0.43,0.26,0.71
omseek.csv,0.53,0.0,0.77,0.9,0.25,0.0,0.8,1.0,0.58,0.39,0.86,0.56,0.73,0.07,1.0,0.5,0.5,0.7
rosegarden.csv,0.78,0.06,0.56,0.69,0.32,0.31,0.46,0.7,0.98,0.38,0.65,0.71,0.61,0.3,0.12,0.3,0.15,0.82
smarttag.csv,0.51,0.11,0.38,0.59,0.18,0.32,0.71,0.76,0.43,0.45,0.67,0.56,0.6,1.0,0.14,0.29,0.19,0.74
sylpheed-claws.csv,0.66,0.06,0.5,0.64,0.17,0.34,0.83,0.74,0.4,0.45,0.69,0.65,0.98,0.31,0.14,0.35,0.2,0.68
vapor.csv,0.82,0.12,0.7,0.7,0.33,0.95,1.0,0.79,0.6,0.33,0.68,0.65,0.7,0.25,0.35,0.33,0.17,0.78
zorannt.csv,0.62,0.12,0.62,0.45,1.0,0.29,0.65,0.7,0.77,0.5,0.51,0.67,0.53,0.26,0.21,0.32,0.3,0.7
zscreen.csv,0.54,0.12,0.53,0.51,0.21,0.35,1.0,0.75,0.33,0.45,0.67,0.53,0.56,0.29,0.16,0.21,0.14,0.67
