,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,284.0,99.0,99.0,193.0,165.0,283.5,98.5,197.5,98.5,289.5,98.5,93.5,96.5,196.0,91.5,4602.5
chipster.csv,45.5,98.5,99.0,95.5,186.0,95.5,98.5,197.5,98.5,219.5,84.5,93.5,96.5,97.5,97.5,1689.5
delphilhlplib.csv,76.5,297.0,99.0,193.0,92.5,95.5,73.5,98.5,95.5,289.5,94.5,98.5,99.0,97.5,97.5,1808.5
emite.csv,98.5,297.0,99.0,193.0,97.5,253.5,90.5,98.5,98.5,191.0,88.5,98.5,196.5,97.5,97.5,474.0
hydrate.csv,358.0,99.0,363.0,95.5,477.5,95.5,94.5,197.5,98.5,191.0,94.5,92.5,96.5,267.5,91.5,3711.5
ivataopenportal.csv,363.0,99.0,99.0,193.0,99.0,98.5,98.5,197.5,98.5,289.5,94.5,95.5,296.5,196.0,91.5,4868.0
jppf-project.csv,98.5,297.0,844.5,193.0,572.0,193.0,99.0,197.5,98.5,289.5,88.5,98.5,294.5,97.5,97.5,3368.5
kolmafia.csv,98.5,99.0,99.0,193.0,99.0,98.5,99.0,197.5,98.5,289.5,98.5,98.5,395.5,196.0,97.5,4716.0
l2j.csv,449.5,99.0,99.0,193.0,97.5,98.5,98.5,197.5,93.5,289.5,94.5,98.5,198.0,194.0,97.5,3226.5
mb-unit.csv,98.5,297.0,99.0,193.0,99.0,192.0,99.0,197.5,98.5,289.5,94.5,93.5,96.5,196.0,97.5,4545.5
opde.csv,98.5,99.0,99.0,193.0,99.0,192.0,99.0,98.5,98.5,289.5,98.5,95.5,99.0,196.0,97.5,4524.5
pamguard.csv,98.5,99.0,815.5,95.5,769.0,193.0,94.5,296.0,98.5,289.5,94.5,92.5,98.5,196.0,97.5,4231.5
quark.csv,177.5,198.0,337.0,189.0,0.0,4.5,0.0,82.5,88.5,289.5,94.5,60.5,196.5,256.5,80.5,335.5
stajistics.csv,193.0,99.0,99.0,193.0,99.0,98.5,99.0,197.5,98.5,191.0,98.5,167.0,99.0,196.0,97.5,4797.5
tigermud.csv,96.5,198.0,617.5,95.5,99.0,95.5,99.0,98.5,98.5,92.5,98.5,95.5,98.5,196.0,97.5,3059.0
