,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.13,0.68,0.18,0.87,0.35,0.27,0.33,0.6,0.57,1.0
geotools.csv,0.02,0.74,0.2,0.75,0.43,1.0,1.0,0.6,0.38,0.67
gephex.csv,0.16,0.64,0.18,0.79,0.29,0.25,0.38,1.0,0.57,0.62
haggle.csv,0.06,1.0,0.15,0.65,0.36,0.18,0.47,0.48,0.53,0.75
java-gnome.csv,0.31,0.79,0.26,1.0,0.34,0.36,0.32,0.69,0.63,0.69
jgnash.csv,0.08,0.66,1.0,0.78,0.38,0.5,0.4,0.55,0.59,0.66
jrdf.csv,0.03,0.46,0.23,0.89,0.28,1.0,0.38,0.65,0.56,0.67
mpqc.csv,1.0,0.66,0.1,0.78,0.25,0.15,0.27,0.66,0.65,0.61
panda3d.csv,0.14,0.5,0.12,0.77,0.98,0.17,0.18,0.53,0.6,0.76
tencompetence.csv,0.15,0.68,0.17,0.8,0.37,0.16,0.26,0.67,0.99,0.52
