,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.21,0.6,0.29,0.91,0.46,0.38,0.33,0.66,0.43,1.0
geotools.csv,0.03,0.35,0.11,0.1,0.19,0.12,0.98,0.26,0.06,0.36
gephex.csv,0.28,0.61,0.28,0.47,0.38,0.33,0.49,0.99,0.42,0.54
haggle.csv,0.08,1.0,0.16,0.34,0.43,0.26,0.16,0.31,0.09,0.09
java-gnome.csv,0.24,0.55,0.31,1.0,0.41,0.47,0.36,0.37,0.32,0.46
jgnash.csv,0.12,0.61,0.94,0.21,0.4,0.12,0.29,0.46,0.11,0.44
jrdf.csv,0.04,0.22,0.29,0.7,0.25,1.0,0.43,0.25,0.24,0.54
mpqc.csv,0.97,0.6,0.16,0.8,0.28,0.21,0.37,0.56,0.76,0.48
panda3d.csv,0.18,0.21,0.06,0.55,0.93,0.1,0.14,0.36,0.3,0.32
tencompetence.csv,0.22,0.47,0.24,0.69,0.44,0.25,0.35,0.42,0.99,0.29
