,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.62,0.56,0.5,0.52,0.54,0.41,0.31,0.58,0.44,0.96,0.54,0.38,0.5,0.67,0.66
cornerstone.csv,0.51,0.62,0.64,0.55,0.37,0.98,0.62,0.56,0.58,0.73,0.59,0.31,0.72,0.74,0.65
esmf.csv,0.48,0.95,0.36,0.58,0.65,0.37,0.44,0.32,0.4,0.28,0.57,0.52,0.48,0.0,0.59
frogatto.csv,0.67,0.69,0.64,0.64,0.59,0.58,0.79,0.59,0.6,0.7,0.66,0.44,0.98,0.24,0.5
gretl.csv,0.37,0.57,0.38,0.38,0.69,0.09,0.09,0.48,0.97,0.5,0.6,0.49,0.57,0.6,0.42
kindb.csv,0.63,0.56,0.55,0.53,0.73,0.57,0.45,0.55,0.57,0.18,0.64,0.41,0.58,0.98,0.29
libtorrent.csv,0.63,0.56,0.5,0.58,0.64,0.53,0.46,0.26,0.75,0.48,0.99,0.35,0.55,0.61,0.62
mia.csv,0.4,0.37,0.22,0.35,0.35,0.26,0.23,0.95,0.42,0.23,0.29,0.44,0.22,0.22,0.05
open-beos.csv,0.57,0.51,0.47,0.97,0.62,0.44,0.61,0.63,0.61,0.39,0.54,0.3,0.45,0.53,0.44
pidgin.csv,0.63,0.74,0.54,0.66,0.98,0.57,0.67,0.65,0.59,0.53,0.58,0.63,0.67,0.7,0.51
quantlib.csv,0.4,0.37,0.43,0.19,0.33,0.22,0.42,0.49,0.26,0.12,0.31,0.46,0.5,0.18,0.79
riff-evolve.csv,0.64,0.57,0.57,0.61,0.47,0.53,0.7,0.55,0.27,0.39,0.57,0.96,0.53,0.63,0.51
tokratan.csv,0.46,0.38,0.06,0.43,0.49,0.37,0.77,0.62,0.28,0.29,0.57,0.13,0.07,0.62,0.15
upp-mirror.csv,0.35,0.48,0.98,0.51,0.49,0.35,0.51,0.58,0.56,0.12,0.49,0.45,0.64,0.53,0.45
wxcrp.csv,0.95,0.31,0.23,0.2,0.52,0.5,0.45,0.49,0.41,0.0,0.34,0.51,0.26,0.5,0.15
