,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.36,0.5,0.37,0.38,0.38,0.26,0.08,0.62,0.3,0.0,0.39,0.28,0.36,0.25,0.37
cornerstone.csv,0.51,0.43,0.46,0.3,0.89,0.04,0.27,0.45,0.33,0.58,0.44,0.3,0.39,0.25,0.23
esmf.csv,0.8,0.01,0.37,0.59,0.52,0.89,0.84,0.2,0.87,0.92,0.61,0.65,0.64,1.0,0.71
frogatto.csv,0.61,0.61,0.34,0.51,0.69,0.68,0.41,0.76,0.7,0.44,0.67,0.85,0.0,0.94,0.77
gretl.csv,0.89,0.76,0.88,0.89,0.64,0.98,0.98,0.78,0.1,0.81,0.72,0.83,0.76,0.75,0.86
kindb.csv,0.25,0.39,0.29,0.25,0.3,0.45,0.16,0.78,0.23,0.08,0.33,0.31,0.09,0.0,0.19
libtorrent.csv,0.68,0.79,0.78,0.69,0.72,0.79,0.84,0.93,0.53,0.83,0.0,0.9,0.76,0.75,0.69
mia.csv,0.15,0.34,0.34,0.35,0.8,0.19,0.39,0.0,0.8,0.94,0.33,0.57,0.24,0.94,0.23
open-beos.csv,0.48,0.35,0.37,0.01,0.23,0.38,0.55,0.27,0.43,0.22,0.39,0.18,0.36,0.56,0.43
pidgin.csv,0.44,0.46,0.59,0.45,0.0,0.51,0.65,0.53,0.27,0.31,0.39,0.48,0.15,0.44,0.47
quantlib.csv,0.09,0.19,0.17,0.08,0.06,0.02,0.83,0.08,0.03,0.0,0.0,0.82,0.0,0.0,0.0
riff-evolve.csv,0.55,0.6,0.39,0.62,0.84,0.34,0.41,0.5,0.93,0.86,0.44,0.01,0.27,0.69,0.45
tokratan.csv,0.23,0.12,0.07,0.18,0.23,0.23,0.0,0.31,0.07,0.0,0.11,0.08,0.0,0.19,0.11
upp-mirror.csv,0.45,0.34,0.02,0.31,0.62,0.21,0.26,0.29,0.67,0.36,0.44,0.32,0.45,0.75,0.37
wxcrp.csv,0.01,0.16,0.1,0.06,0.11,0.43,0.6,0.12,0.13,0.0,0.06,0.58,0.06,0.0,0.03
