,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.41,0.23,0.67,0.47,0.78,0.6,0.29,0.1,0.87,1.0,0.88,0.54,0.59,0.85,0.31
cornerstone.csv,0.3,0.28,0.69,0.53,0.72,0.96,0.21,0.11,0.89,0.46,0.88,0.47,0.68,0.86,0.41
esmf.csv,0.28,0.97,0.58,0.42,0.78,0.52,0.1,0.12,0.82,0.31,0.85,0.48,0.48,0.57,0.22
frogatto.csv,0.35,0.27,0.75,0.47,0.74,0.53,0.2,0.11,0.85,0.48,0.88,0.5,1.0,0.69,0.19
gretl.csv,0.29,0.23,0.6,0.41,0.78,0.52,0.1,0.08,0.98,0.37,0.86,0.52,0.55,0.72,0.2
kindb.csv,0.5,0.26,0.73,0.57,0.86,0.57,0.23,0.1,0.92,0.5,0.91,0.54,0.86,1.0,0.25
libtorrent.csv,0.34,0.24,0.59,0.42,0.77,0.53,0.11,0.08,0.89,0.38,1.0,0.51,0.54,0.73,0.23
mia.csv,0.5,0.2,0.46,0.37,0.58,0.55,0.06,1.0,0.78,0.33,0.8,0.43,0.47,0.61,0.04
open-beos.csv,0.33,0.26,0.65,0.98,0.86,0.53,0.13,0.19,0.87,0.47,0.88,0.59,0.56,0.68,0.2
pidgin.csv,0.38,0.32,0.61,0.51,1.0,0.55,0.14,0.12,0.91,0.48,0.89,0.57,0.82,0.78,0.21
quantlib.csv,0.61,0.31,0.77,0.58,0.92,0.9,0.09,0.35,0.97,1.0,1.0,0.47,1.0,1.0,1.0
riff-evolve.csv,0.35,0.22,0.69,0.44,0.74,0.61,0.18,0.1,0.83,0.31,0.87,0.99,0.67,0.72,0.22
tokratan.csv,0.43,0.42,0.5,0.59,0.83,0.59,1.0,0.16,0.95,1.0,0.96,0.59,1.0,0.87,0.23
upp-mirror.csv,0.23,0.26,0.98,0.51,0.69,0.6,0.18,0.16,0.83,0.13,0.85,0.56,0.62,0.68,0.22
wxcrp.csv,0.97,0.31,0.75,0.64,0.92,0.55,0.09,0.27,0.93,0.0,0.97,0.48,0.8,1.0,0.5
