,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.76,0.59,0.64,0.21,1.0,0.37,0.37,0.1,0.92
bibletime.csv,0.93,0.48,0.46,0.17,0.4,0.44,0.6,0.03,0.96
flexpay.csv,0.67,0.76,0.57,0.99,0.35,0.27,0.41,0.0,0.79
lufa-lib.csv,0.86,0.35,0.5,0.16,0.44,0.37,0.99,0.0,0.89
nullc.csv,1.0,0.38,0.53,0.18,0.35,0.28,0.41,0.02,0.81
pgui.csv,0.82,0.37,0.34,0.2,0.29,1.0,0.5,0.0,0.82
superwaba.csv,0.85,0.96,0.5,0.18,0.43,0.46,0.33,0.02,0.85
sylpheed-claws.csv,0.96,0.49,1.0,0.21,0.42,0.37,0.43,0.02,0.89
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
