,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,1.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0,1.0
chrysalis.csv,0.28,0.0,0.1,0.07,0.0,0.16,0.11,0.06,0.93
jahshaka.csv,0.72,1.0,0.28,0.67,0.6,0.76,0.07,0.21,0.41
jam-daq.csv,0.51,0.36,0.28,0.41,0.6,0.91,0.29,0.31,0.07
jatlas.csv,0.26,0.0,0.02,0.02,1.0,0.16,0.0,0.06,0.0
jedit.csv,0.97,0.55,0.52,0.59,0.0,0.69,0.68,0.54,0.89
open-media-library.csv,0.38,0.45,0.95,0.43,0.6,0.42,0.21,0.42,0.04
panda3d.csv,0.13,0.0,0.1,0.04,0.0,0.09,0.39,0.92,0.0
wheat.csv,0.36,0.27,0.52,0.25,0.6,0.47,0.96,0.46,0.19
