,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.01,0.91,0.28,1.0,0.3,0.4,0.8,0.9,0.36,0.2,0.03,0.99,0.05,0.7,0.36,0.5,0.35
encog-cs.csv,0.02,0.88,0.27,0.88,0.24,0.28,0.77,0.93,1.0,0.21,0.03,1.0,0.04,0.68,0.27,0.52,0.39
extprosys.csv,0.01,0.82,0.94,0.89,0.25,0.32,0.78,0.94,0.36,0.19,0.02,0.99,0.04,0.67,0.25,0.47,0.35
ibatisdb.csv,0.0,0.75,0.2,0.85,0.23,0.28,0.74,0.97,0.5,0.06,0.05,0.98,0.11,0.81,1.0,0.58,0.7
intact.csv,0.02,0.9,0.35,0.94,0.35,1.0,0.82,1.0,0.31,0.12,0.04,0.96,0.09,0.77,0.39,0.73,0.46
japano.csv,0.01,0.89,0.32,0.88,0.24,0.28,0.87,1.0,0.36,0.19,0.03,0.99,0.06,0.69,0.25,0.56,0.36
lockss.csv,0.12,0.85,0.24,0.75,0.25,0.35,0.83,0.96,0.46,1.0,0.01,1.0,0.0,0.56,0.44,0.6,1.0
ofbiz.csv,0.02,0.88,0.28,0.91,0.29,0.3,0.91,0.94,0.41,0.24,0.05,1.0,0.11,0.99,0.42,0.5,0.4
officefloor.csv,0.0,0.95,0.23,0.87,0.3,0.33,0.74,0.94,0.5,0.12,0.88,1.0,0.03,0.25,0.25,0.5,0.42
opennms.csv,0.0,0.94,0.28,0.8,0.96,0.45,0.86,1.0,0.33,0.26,0.06,0.99,0.0,0.75,0.19,0.75,0.5
papertoolkit.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0
rohxel.csv,0.02,0.86,0.5,0.93,0.26,0.36,0.98,0.98,0.35,0.41,0.06,1.0,0.06,0.72,0.31,0.68,0.42
sevenupdate.csv,0.0,1.0,0.29,0.88,0.25,0.3,0.83,0.93,0.33,0.22,0.03,0.99,0.08,0.69,0.27,0.51,0.38
web-cat.csv,0.0,0.94,0.18,0.88,0.27,0.32,0.67,0.98,0.45,0.17,0.02,0.99,0.0,0.65,0.17,0.5,1.0
xcf.csv,0.02,0.83,0.37,0.86,0.3,0.26,0.79,0.93,0.44,0.24,0.05,1.0,0.09,0.77,0.21,1.0,0.42
