,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv
benojt.csv,0.48,0.18,0.47,1.0,0.08,0.46,0.17
chrysalis.csv,0.65,0.54,0.47,1.0,0.19,0.56,0.41
jahshaka.csv,0.68,0.41,0.36,1.0,0.07,0.44,0.21
jam-daq.csv,0.52,0.33,0.67,1.0,0.18,0.67,0.25
jatlas.csv,0.49,0.2,0.43,0.98,0.33,0.53,0.32
jedit.csv,0.71,0.24,0.5,0.97,0.08,0.45,0.18
open-media-library.csv,0.48,0.38,0.67,0.96,0.13,0.55,0.0
