,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.54,0.4,0.48,0.83,0.13,0.72
bullet.csv,0.29,0.45,0.27,0.86,0.14,0.63
openintents.csv,0.31,0.64,0.31,0.77,0.16,0.76
pokenetonline.csv,0.31,0.41,0.32,0.74,0.11,0.94
tktoolkit.csv,0.31,0.4,0.31,0.8,0.32,0.7
zealos.csv,0.54,0.38,0.33,0.88,0.16,0.66
