,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.69,0.61,0.6,0.71,0.53,0.5,0.54,0.45
cornerstone.csv,0.85,1.0,0.98,0.44,0.82,0.92,0.39,0.72
frogatto.csv,0.66,0.78,0.67,0.64,0.79,0.94,0.45,0.8
novembre.csv,0.73,0.46,0.63,0.66,0.8,0.65,0.69,0.46
ns-3.csv,0.53,0.9,0.66,0.55,0.75,0.81,0.71,0.74
open-beos.csv,0.62,0.64,0.43,0.69,0.67,0.34,0.51,0.51
planeshift.csv,0.62,0.9,0.86,0.69,0.48,0.69,0.97,0.89
sbml.csv,0.73,0.88,0.54,0.65,0.71,0.34,0.6,0.47
