,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.78,0.37,0.55,0.52,0.84,0.84,0.85,0.72
cornerstone.csv,0.85,0.0,0.6,0.69,1.0,1.0,0.82,0.76
frogatto.csv,0.69,0.33,0.45,0.57,0.79,0.71,0.71,0.6
novembre.csv,0.76,0.5,0.5,0.54,0.84,0.74,0.67,0.81
ns-3.csv,0.76,0.29,0.43,0.64,0.78,0.66,0.57,0.61
open-beos.csv,0.77,0.34,0.64,0.58,0.79,0.9,0.76,0.68
planeshift.csv,0.72,0.28,0.41,0.55,0.86,0.74,0.51,0.57
sbml.csv,0.67,0.29,0.51,0.59,0.8,0.88,0.59,0.71
