,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.4,0.47,0.43,0.51,0.65
encog-java.csv,0.62,0.94,0.5,0.96,0.71
h2database.csv,0.58,0.59,0.9,0.42,0.75
jaql.csv,0.48,0.59,0.65,0.47,0.46
raven-monitoring.csv,0.54,0.51,0.6,0.64,0.97
