,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.44,0.64,0.68,0.58,0.36,0.62,0.46,0.44,0.46,0.41,0.31,0.41,0.86,0.86
calcubetimer.csv,0.35,0.44,0.47,0.44,0.35,0.64,0.44,0.72,0.41,0.86,0.53,0.59,0.64,0.69
chaosrts.csv,0.48,0.52,0.55,0.65,0.36,0.48,0.46,0.53,0.46,0.45,0.86,0.49,0.89,0.81
chaperon.csv,0.52,0.67,0.55,0.61,0.56,0.88,0.65,0.5,0.53,0.57,0.86,0.96,0.8,0.61
dxengine.csv,0.72,0.88,0.38,0.63,0.0,0.61,0.75,0.5,0.88,0.93,0.51,0.93,0.5,0.53
emono.csv,0.55,0.48,0.57,0.55,0.49,0.62,0.45,0.38,0.58,0.52,0.37,0.43,0.46,0.55
factor.csv,0.0,0.68,0.92,0.9,0.75,0.5,0.61,0.5,0.62,0.0,0.0,0.0,0.52,0.67
jas.csv,0.73,0.61,0.4,0.59,0.68,0.47,0.88,0.97,0.67,0.73,0.83,0.86,0.46,0.52
jmoney.csv,0.45,0.42,0.38,0.44,0.37,0.54,0.47,0.95,0.44,0.54,0.88,0.43,0.62,0.43
jmonkeyengine.csv,0.68,0.49,0.42,0.54,0.64,0.46,0.94,0.64,0.51,0.49,0.38,0.62,0.44,0.46
matrex.csv,0.48,0.82,0.89,0.53,0.88,0.5,0.6,0.45,0.83,0.92,0.5,0.4,0.58,0.93
primefaces.csv,0.31,0.4,0.41,0.4,0.36,0.41,0.41,0.33,0.4,0.4,0.44,0.38,0.41,0.43
roolo.csv,0.43,0.48,0.45,0.54,0.45,0.51,0.61,0.4,0.71,0.44,0.31,0.39,0.68,0.53
sblim.csv,0.6,0.0,0.75,0.63,0.9,0.75,0.83,0.67,0.7,0.67,0.0,0.91,0.75,0.57
