,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.18,0.23,0.37,0.15,0.47,0.03,0.4,0.43,0.28,0.05,0.08,0.67,0.0,0.23,0.13,0.0,0.23
biopax.csv,0.64,0.77,0.84,0.9,0.86,0.9,0.74,0.81,0.58,0.92,0.94,0.67,0.43,0.68,0.61,0.0,0.87
ffigo.csv,0.4,0.39,0.35,0.45,0.5,0.34,0.34,0.48,0.51,0.21,0.41,0.0,0.0,0.44,0.63,0.3,0.23
freebios.csv,0.82,0.5,0.04,0.45,0.58,0.57,0.47,0.51,0.59,0.17,0.7,0.33,0.75,0.55,0.46,0.65,0.35
glelite.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
gnupdate.csv,0.31,0.03,0.24,0.28,0.0,0.07,0.15,0.15,0.27,0.11,0.08,0.0,0.18,0.25,0.2,0.2,0.23
go.csv,0.0,0.61,0.55,0.58,0.45,0.6,0.38,0.44,0.46,0.38,0.48,0.67,0.43,0.26,0.43,0.25,0.65
gstreamer.csv,0.2,0.37,0.22,0.45,0.34,0.37,0.43,0.44,0.4,0.29,0.4,0.0,0.25,0.01,0.39,0.1,0.55
metacosm.csv,0.98,0.48,0.55,0.33,0.98,0.99,1.0,0.75,0.76,0.39,0.63,0.0,0.61,0.69,0.72,0.35,0.0
pcsx2.csv,0.49,0.36,0.16,0.28,0.8,0.56,0.6,0.42,0.0,0.52,0.2,0.0,0.23,0.21,0.24,0.0,0.26
pgui.csv,0.42,0.05,0.18,0.19,0.3,0.26,0.17,0.0,0.41,0.25,0.36,0.0,0.11,0.15,0.13,0.45,0.32
qse.csv,0.24,0.39,0.37,0.42,0.14,0.39,0.0,0.16,0.38,0.58,0.17,0.0,0.18,0.16,0.28,0.25,0.35
rebecca-aiml.csv,0.76,0.1,0.2,0.33,0.06,0.22,0.4,0.48,0.34,0.0,0.16,0.0,0.48,0.51,0.39,0.4,0.13
skia.csv,0.11,0.1,0.06,0.07,0.16,0.24,0.11,0.3,0.17,0.02,0.08,0.0,0.2,0.17,0.0,0.15,0.0
vars-redux.csv,0.44,0.12,0.06,0.0,0.65,0.52,0.04,0.3,0.14,0.19,0.11,0.0,0.2,0.19,0.17,0.0,0.13
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
yale.csv,0.87,0.0,0.63,0.64,0.5,0.82,0.62,0.42,0.82,0.42,0.6,0.33,0.8,0.57,0.59,1.0,0.42
