,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.54,0.67,0.7,0.65,0.66,0.11,0.2,0.45,0.65,0.52,0.62,0.69,0.6,0.61,0.5,0.57
arcallians.csv,0.59,0.63,0.8,0.62,0.73,0.14,0.19,0.44,0.53,0.52,0.4,0.35,0.6,0.58,0.41,0.55
arianne.csv,0.71,0.65,0.82,0.44,0.68,0.2,0.17,0.4,0.62,0.52,0.32,0.77,0.58,0.55,0.44,0.53
aztec.csv,0.28,0.56,0.3,0.5,0.68,0.34,0.19,0.48,0.4,0.44,0.5,0.51,0.29,0.48,0.07,0.42
bl-toolkit.csv,0.56,0.57,0.78,0.3,0.69,0.14,0.18,0.39,0.56,0.53,0.32,0.75,0.57,0.45,0.35,0.53
clamav.csv,0.55,0.6,0.41,0.35,0.6,0.09,0.2,0.44,0.56,0.68,0.34,0.67,0.56,0.51,0.39,0.55
gnupdate.csv,0.52,0.55,0.27,0.53,0.67,0.14,0.13,0.29,0.62,0.4,0.67,0.6,0.59,0.44,0.19,0.5
les-indemodables.csv,0.59,0.57,0.76,0.37,0.56,0.14,0.15,0.4,0.53,0.63,0.27,0.68,0.5,0.49,0.38,0.62
mbse.csv,0.44,0.53,0.21,0.17,0.58,0.08,0.29,0.52,0.6,0.46,0.27,0.75,0.6,0.47,0.31,0.38
ns-3-dev-def-routing.csv,0.62,0.61,0.75,0.65,0.71,0.28,0.12,0.4,0.61,0.35,0.37,0.65,0.51,0.6,0.5,0.54
openxava.csv,0.43,0.5,0.18,0.06,0.33,0.1,0.33,0.2,0.57,0.55,0.18,0.57,0.42,0.38,0.23,0.57
phonon-vlc-mplayer.csv,0.44,0.56,0.66,0.71,0.67,0.2,0.13,0.47,0.64,0.41,0.51,0.53,0.62,0.57,0.37,0.55
qgis.csv,0.46,0.64,0.34,0.59,0.54,0.05,0.16,0.0,0.59,0.24,0.0,0.0,0.46,0.53,0.46,0.56
vars-redux.csv,0.57,0.68,0.78,0.53,0.66,0.05,0.2,0.4,0.66,0.57,0.27,0.51,0.55,0.58,0.43,0.57
xapian.csv,0.7,0.65,0.81,0.58,0.7,0.14,0.14,0.4,0.6,0.49,0.35,0.62,0.57,0.56,0.58,0.51
yafdotnet.csv,0.7,0.65,0.43,0.26,0.61,0.11,0.26,0.46,0.61,0.24,0.35,0.5,0.69,0.5,0.39,0.51
