,f1,g,recall,precision,pf,cdom,bellwether
1,0.63,0.59,0.425,0.48,0.5,6.0,springside.csv
9,0.74,0.525,0.30000000000000004,0.445,0.49,1.0,columba.csv
12,0.61,0.58,0.38,0.46499999999999997,0.5,9.0,xtreemfs.csv
26,0.55,0.55,0.5,0.49,0.47,4.0,pydev.csv
32,0.635,0.69,0.55,0.48,0.47,17.0,heekscad.csv
51,0.54,0.665,0.44,0.43,0.46,16.0,openwbem.csv
23,0.8200000000000001,0.605,0.605,0.53,0.605,1.0,magicwars.csv
24,0.58,0.565,0.44,0.555,0.52,4.0,codesmith.csv
25,0.83,0.705,0.58,0.53,0.58,0.0,xmemcached.csv
