,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,0.97,1.0,1.0,1.0,1.0
lazarus-ccr.csv,0.71,0.53,0.67,0.57,0.27,0.15
lcfizvtop.csv,0.46,0.79,0.28,0.29,0.55,0.45
migen.csv,0.54,0.71,0.06,0.24,0.55,0.37
mvnforum.csv,0.0,0.15,0.22,0.24,0.09,0.12
plplot.csv,0.88,0.65,0.89,0.57,0.64,0.55
