,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.0,0.21,0.0,0.0,0.0,0.83
lazarus-ccr.csv,0.73,0.53,0.64,0.51,0.27,0.18
lcfizvtop.csv,0.44,0.7,0.32,0.32,0.6,0.51
migen.csv,0.41,0.72,0.07,0.28,0.59,0.34
mvnforum.csv,0.0,0.18,0.26,0.28,0.11,0.15
plplot.csv,0.63,0.56,0.47,0.62,0.55,0.58
