,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,0.95,1.0,1.0,1.0,0.5
lazarus-ccr.csv,0.34,0.68,0.56,0.76,1.03,0.89
lcfizvtop.csv,0.81,0.57,0.78,0.81,0.46,0.55
migen.csv,0.91,0.37,0.97,0.78,0.49,0.98
mvnforum.csv,1.0,0.85,0.78,0.82,0.91,0.88
plplot.csv,0.73,0.72,0.85,0.43,0.74,0.51
