,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.61,0.57,0.59,0.99
jajuk.csv,0.97,0.66,0.46,0.63
vapor.csv,0.35,0.16,0.86,0.36
zorannt.csv,0.39,0.97,0.19,0.15
