,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.73,0.43,0.95,0.93,0.44,0.25,0.77,0.83,0.56,0.29,0.79,0.67
emite.csv,0.8,1.0,0.77,0.75,0.84,0.93,0.97,0.65,0.85,0.83,0.49,0.96
geogebra.csv,0.66,1.0,0.54,0.41,0.61,0.85,0.49,0.7,0.62,0.27,0.9,0.41
hibernate.csv,0.67,0.48,0.66,0.88,0.41,0.66,0.49,0.69,0.55,0.34,0.76,0.52
httpcontentparser.csv,0.74,0.92,0.35,0.5,0.5,1.0,0.66,0.92,0.66,0.42,0.74,0.67
megameknet.csv,0.76,0.44,0.54,0.74,0.69,0.66,0.43,0.71,0.61,0.37,0.88,0.64
myfaces.csv,0.74,0.48,0.48,0.37,0.48,0.53,0.45,0.69,0.53,0.26,0.85,0.47
ns-3.csv,0.52,0.89,0.57,0.45,0.74,0.77,0.46,0.8,0.54,0.86,0.8,0.46
ondex.csv,0.85,0.96,0.48,0.62,0.41,0.6,0.83,0.51,0.79,0.75,0.76,0.64
pixel-commandos.csv,0.86,0.7,0.61,0.93,0.83,0.95,0.89,0.84,0.75,0.05,1.01,0.89
rsyslog.csv,0.72,0.37,0.42,0.79,0.46,0.36,0.53,0.69,0.61,0.39,0.75,0.59
wow-qrsk.csv,0.87,0.92,0.8,0.43,0.29,1.0,0.57,0.82,0.64,1.0,0.58,0.51
