,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.33,0.67,0.2,0.33,0.62,0.84,0.54,0.27,0.6,0.92,0.41,0.47
emite.csv,0.27,0.0,0.34,0.35,0.2,0.27,0.04,0.41,0.22,0.29,0.63,0.06
geogebra.csv,0.52,0.0,0.54,0.64,0.59,0.46,0.57,0.47,0.49,0.93,0.12,0.69
hibernate.csv,0.42,0.64,0.63,0.41,0.75,0.63,0.61,0.55,0.57,0.75,0.33,0.59
httpcontentparser.csv,0.34,0.1,0.75,0.74,0.67,0.0,0.55,0.32,0.58,0.73,0.54,0.65
megameknet.csv,0.45,0.73,0.69,0.57,0.59,0.65,0.67,0.44,0.5,0.75,0.19,0.64
myfaces.csv,0.33,0.65,0.65,0.7,0.58,0.7,0.62,0.56,0.6,0.93,0.22,0.61
ns-3.csv,0.66,0.43,0.65,0.63,0.58,0.49,0.61,0.36,0.62,0.46,0.27,0.61
ondex.csv,0.19,0.05,0.62,0.55,0.65,0.45,0.2,0.6,0.26,0.29,0.38,0.43
pixel-commandos.csv,0.18,0.36,0.45,0.12,0.21,0.06,0.15,0.21,0.38,0.99,0.0,0.13
rsyslog.csv,0.45,0.73,0.76,0.48,0.72,0.79,0.56,0.45,0.62,0.74,0.42,0.69
wow-qrsk.csv,0.17,0.1,0.24,0.74,0.83,0.0,0.48,0.51,0.43,0.0,0.49,0.56
