,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.21,0.88,0.84,0.86,0.86,0.76,0.79,0.74,1.01,0.91,0.66,0.78,0.96,0.81,0.93,1.13,0.87,0.54,0.91
apolloplayer.csv,0.78,0.0,1.01,0.86,0.74,0.83,0.84,0.73,0.85,0.88,0.64,0.77,0.86,0.77,0.66,1.13,0.73,0.81,0.86
auber.csv,0.63,0.61,0.66,0.87,0.61,0.72,0.65,0.71,0.69,0.0,0.69,0.96,0.64,0.61,0.74,0.64,0.68,0.97,0.53
cortex-vfx.csv,0.76,0.68,0.77,0.94,0.81,0.59,0.85,0.87,0.82,0.86,0.93,0.69,0.84,0.75,0.73,0.98,0.1,0.57,0.7
growl-for-windows.csv,0.58,0.71,0.64,0.79,0.65,0.72,0.76,0.83,0.65,0.67,0.9,0.6,0.82,0.82,0.81,1.04,0.59,0.03,1.0
ifmo-game-1.csv,1.0,0.8,1.01,1.0,0.99,0.0,1.0,1.0,0.99,0.97,1.0,1.0,1.0,0.95,0.99,0.95,0.99,1.0,1.0
ildjit.csv,1.0,1.0,1.0,0.1,0.98,1.0,1.0,0.97,0.95,1.0,1.0,0.94,0.85,1.0,0.98,1.0,0.99,0.94,0.98
jfreereport.csv,0.79,0.81,0.81,0.86,0.1,0.77,0.76,0.76,0.71,0.86,0.65,0.85,0.86,0.82,0.86,0.86,0.79,0.57,0.83
keyczar.csv,0.85,0.74,0.89,0.86,0.8,0.84,0.7,0.76,0.68,0.74,0.64,0.94,0.07,0.83,0.84,0.64,0.8,0.86,0.63
moast.csv,0.81,0.98,0.96,1.0,0.94,0.96,0.7,0.99,1.0,0.93,0.83,0.73,0.94,0.96,0.87,0.0,1.0,0.96,0.7
opde.csv,0.71,0.74,0.08,0.97,0.62,0.76,0.6,0.68,0.48,0.75,0.62,0.94,0.7,0.62,0.5,0.49,0.65,0.75,0.53
openfrag.csv,0.76,0.66,0.62,1.0,0.64,0.67,1.0,0.05,0.38,0.57,0.59,0.6,0.82,0.59,0.68,0.55,0.7,0.65,1.0
passwordsafe.csv,0.64,0.53,0.75,0.91,0.58,0.69,0.91,0.62,0.95,0.62,0.77,0.89,0.77,0.09,0.43,1.23,0.56,0.51,0.69
ppcboot.csv,0.54,0.64,0.57,0.69,0.61,0.83,0.03,0.63,0.71,0.68,0.76,0.52,0.78,0.64,0.56,0.51,0.82,0.79,0.73
quark.csv,0.92,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,0.0,1.0,0.89,0.96,1.03,0.94,0.97,1.0
super-tux.csv,1.0,1.0,1.0,1.0,0.66,1.0,1.0,0.98,0.01,0.98,0.55,0.81,1.0,0.93,0.44,0.16,1.0,0.87,1.0
synergyspace.csv,0.73,0.87,0.68,0.84,0.87,1.02,0.77,0.79,0.75,0.93,0.04,0.86,0.92,0.82,0.49,1.01,0.83,0.77,0.76
wikipediardware.csv,0.98,0.9,0.93,0.66,0.97,0.92,0.91,0.95,0.68,0.71,0.82,0.95,0.95,0.74,0.9,0.93,0.98,1.02,0.07
xtreemfs.csv,0.77,0.53,0.78,0.72,0.56,0.69,0.79,0.67,0.45,0.5,0.68,0.66,0.71,0.6,0.01,0.21,0.61,0.83,0.47
