,google-collections.csv,forester-atv.csv,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,pokenetonline.csv,avisynth2.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv,synecdoche.csv,rcp-company-uibindings.csv
adonthell.csv,1.0,0.42,0.75,0.69,0.85,0.14,0.27,0.43,0.11,0.91,0.05,0.46,0.36,0.36,0.63,0.43,0.39,0.98
avisynth2.csv,1.0,0.46,0.91,0.0,1.0,0.5,0.33,0.67,0.0,0.78,0.6,0.5,0.4,0.62,0.33,0.0,0.0,1.0
coot.csv,0.99,0.27,0.9,0.55,0.74,0.29,0.3,0.43,0.08,0.66,0.0,0.32,0.2,0.5,0.6,0.73,0.4,0.95
dsworkbench.csv,0.98,0.51,0.9,0.68,0.8,0.33,0.36,0.41,0.08,0.81,0.05,0.37,0.36,0.5,0.59,0.5,0.37,0.96
forester-atv.csv,0.97,0.61,0.78,0.75,0.81,0.48,0.75,0.47,0.2,0.72,0.2,0.57,0.36,0.73,0.46,0.48,0.14,0.96
freelords.csv,0.98,0.42,0.77,0.55,0.79,0.41,0.31,0.5,0.11,0.74,0.05,0.49,0.32,0.36,0.63,0.51,0.38,1.0
gabel.csv,1.0,0.45,0.83,0.79,0.87,0.62,0.3,0.62,0.29,0.76,0.06,0.83,0.36,1.0,0.6,0.54,0.44,0.98
geotools.csv,0.98,0.43,0.79,0.62,0.83,0.35,0.32,0.52,0.1,0.74,0.05,0.57,0.4,0.29,0.65,0.54,0.43,0.96
gephex.csv,1.0,0.26,0.71,0.55,0.81,0.36,0.36,0.4,0.07,0.68,0.0,0.37,0.33,0.31,0.8,0.52,0.38,0.97
google-collections.csv,1.0,0.39,0.76,0.56,0.74,0.29,0.35,0.39,0.08,0.75,0.05,0.37,0.29,0.27,0.63,0.52,0.4,0.96
jpaul.csv,1.0,0.4,0.85,0.0,0.54,0.53,0.34,0.4,0.23,0.65,0.1,0.6,0.26,0.67,0.0,0.0,0.0,1.0
neodatis-odb.csv,0.97,0.43,0.81,0.62,0.77,0.24,0.58,0.45,0.08,0.84,0.05,0.26,0.26,0.16,0.66,0.68,0.41,0.97
pokenetonline.csv,1.0,0.39,0.77,0.6,0.77,0.28,0.37,0.48,0.08,0.87,0.03,0.4,0.3,0.38,0.65,0.55,0.4,0.98
rcp-company-uibindings.csv,1.0,0.4,0.8,0.5,0.79,0.42,0.23,0.47,0.13,0.8,0.11,0.61,0.39,0.3,0.63,0.66,0.45,1.0
scenemonitor.csv,1.0,0.42,0.81,0.5,0.84,0.38,0.32,0.65,0.09,0.67,0.11,0.51,0.35,0.32,0.64,0.61,0.38,0.98
servicestack.csv,1.0,0.64,0.69,0.0,0.78,0.5,0.43,0.67,0.0,0.94,0.04,1.0,0.38,0.57,1.0,0.58,0.0,0.97
synecdoche.csv,1.0,0.46,0.75,0.55,0.79,0.21,0.29,0.38,0.04,0.75,0.0,0.31,0.35,0.22,0.69,0.64,0.67,0.98
twostep.csv,1.0,0.45,0.75,0.66,0.83,0.42,0.32,0.47,0.14,0.77,0.06,0.7,0.31,0.36,0.64,0.67,0.5,0.98
