,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.4,0.58,0.97,0.38,0.71,0.5,0.45,0.29
jlinalg.csv,1.0,0.8,0.85,1.0,0.92,1.0,0.9,0.88
jmule.csv,0.56,0.44,0.67,0.64,0.71,1.0,0.5,0.96
knowledge.csv,0.62,0.38,0.32,1.0,1.0,1.0,0.85,0.5
massiv.csv,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.04
ng4j.csv,0.36,0.14,0.36,0.72,0.66,1.0,1.0,0.5
playerstage.csv,0.38,0.42,0.71,0.97,0.44,0.75,0.45,0.12
superwaba.csv,0.42,0.96,0.64,0.55,0.5,0.5,0.3,0.29
