,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.83,0.71,1.0,0.54,0.98,0.01,0.53,0.5
jlinalg.csv,1.0,0.4,0.47,0.41,0.93,0.01,0.25,0.47
jmule.csv,0.93,0.54,0.62,0.73,0.98,0.02,0.42,1.0
knowledge.csv,0.94,0.37,0.47,0.41,1.0,0.01,0.38,0.46
massiv.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ng4j.csv,0.95,0.5,0.54,0.63,0.98,0.01,1.0,0.8
playerstage.csv,0.86,0.46,0.59,1.0,0.96,0.02,0.75,0.5
superwaba.csv,0.88,0.98,0.61,0.58,0.97,0.01,0.35,0.78
