,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.16,0.66,0.22,0.0,0.61,0.1,0.36,0.5,0.25,0.97,0.54,0.17,0.0,0.43,0.2
atlc.csv,0.39,0.24,0.62,0.77,0.45,0.88,0.76,0.41,0.17,0.0,0.63,0.62,0.97,0.43,0.76
bwapi.csv,0.98,1.0,1.0,1.0,0.97,0.99,1.0,0.79,0.98,0.25,0.85,1.0,1.0,0.79,0.9
cubefs.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.64,0.41,1.0,0.25,0.32,0.54,0.1,0.64,1.0
freewrl.csv,0.66,0.93,0.7,0.23,0.71,0.76,0.7,0.5,0.4,0.97,0.78,0.42,0.69,0.66,0.95
iaml.csv,0.12,0.21,0.04,0.0,0.18,0.4,0.3,0.06,0.1,0.0,0.07,0.33,0.27,0.58,0.05
jrdf.csv,0.2,1.0,0.74,0.77,0.97,0.97,0.79,0.18,0.9,0.03,0.24,0.04,0.22,0.52,0.19
kwave.csv,0.21,1.0,0.66,0.04,0.45,1.0,0.67,0.09,0.77,0.25,0.49,0.08,0.58,0.77,1.0
oscarmcmaster.csv,0.29,0.69,0.2,0.13,0.58,0.33,0.35,0.53,0.04,0.31,0.63,0.04,0.58,0.34,0.68
rtrt-on-gpu.csv,0.41,1.0,0.5,0.51,0.87,0.66,0.45,0.26,0.19,0.69,0.51,0.29,0.17,0.56,0.39
theresa.csv,0.21,0.1,0.22,0.04,0.24,0.69,0.3,0.15,0.17,0.19,0.1,0.29,0.14,0.32,0.13
thrust.csv,0.36,0.0,0.2,0.21,0.47,0.04,0.48,0.85,0.06,0.42,0.78,1.0,0.71,0.48,0.01
tktoolkit.csv,0.52,0.0,0.24,0.7,0.5,0.14,0.34,0.97,0.48,0.31,0.44,0.17,0.44,0.6,0.84
xstore.csv,0.16,0.97,0.34,0.02,0.21,0.92,0.35,0.21,0.35,0.42,0.22,0.0,0.34,0.46,0.7
yaprm.csv,0.32,0.0,0.24,0.3,0.29,0.3,0.32,0.68,0.21,0.08,0.12,1.0,0.8,0.54,0.14
