,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.19,0.51,0.33,0.06,0.46,0.0,0.55,0.56,0.5,0.88,0.74,0.15,0.0,0.53,0.94
atlc.csv,0.75,0.83,0.67,0.94,0.35,0.78,0.86,0.18,0.6,0.13,0.48,0.89,0.93,0.49,0.17
bwapi.csv,1.0,0.95,1.0,1.0,1.0,1.0,0.99,0.79,1.0,0.81,0.78,1.0,1.0,0.85,0.54
cubefs.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.75,1.0,0.08,0.54,0.52,0.2,0.79,1.0
freewrl.csv,0.5,0.93,1.0,0.35,0.78,0.7,0.82,0.49,0.9,0.97,0.87,0.81,0.6,0.83,1.0
iaml.csv,0.06,0.46,0.0,0.0,0.22,0.39,0.66,0.08,0.1,0.03,0.26,0.3,0.27,0.47,0.06
jrdf.csv,0.25,0.98,1.0,0.76,1.0,0.96,0.76,0.47,1.0,0.02,0.09,0.04,0.8,0.49,0.03
kwave.csv,0.5,1.0,1.0,0.0,0.35,1.0,0.7,0.34,0.6,0.24,0.72,0.19,0.8,0.85,1.0
oscarmcmaster.csv,0.38,0.68,0.33,0.35,0.73,0.48,0.36,0.62,0.1,0.48,0.67,0.04,0.8,0.6,0.86
rtrt-on-gpu.csv,0.31,0.8,0.33,0.59,0.92,0.39,0.62,0.49,0.7,0.85,0.52,0.15,0.4,0.57,0.8
theresa.csv,0.25,0.27,1.0,0.0,0.43,0.7,0.22,0.26,0.3,0.11,0.41,0.37,0.33,0.4,0.49
thrust.csv,0.12,0.07,0.0,0.47,0.49,0.0,0.64,0.69,0.2,0.6,0.72,1.0,0.33,0.36,0.06
tktoolkit.csv,0.81,0.07,0.67,0.76,0.54,0.43,0.22,0.95,0.5,0.42,0.5,0.04,0.53,0.6,0.63
xstore.csv,0.38,1.0,1.0,0.0,0.22,0.87,0.27,0.29,0.2,0.15,0.67,0.04,0.27,0.62,0.97
yaprm.csv,0.38,0.0,0.67,0.29,0.68,0.43,0.49,0.44,0.3,0.07,0.22,0.93,0.6,0.43,0.0
