,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.52,0.37,0.13,0.18,0.34,0.01,0.44,0.0,0.23,0.0,0.18,0.07,0.32,0.16,0.19
calcubetimer.csv,0.95,1.0,1.0,0.96,1.0,1.0,1.0,0.0,0.85,1.0,0.98,0.96,1.0,0.97,1.0
chaosrts.csv,0.76,0.89,1.0,0.57,0.82,0.99,1.0,0.5,0.85,1.0,0.6,0.59,0.11,0.77,1.0
emono.csv,0.29,0.59,0.93,0.29,0.46,0.81,0.56,0.0,0.38,0.0,0.1,0.37,0.95,0.58,0.0
freelords.csv,0.81,0.41,0.97,0.07,0.72,0.1,0.89,0.5,0.85,0.0,0.62,0.44,0.42,0.71,0.79
jmonkeyengine.csv,0.14,0.15,0.91,0.14,0.0,0.06,0.0,0.25,0.0,0.0,0.05,0.15,0.16,0.06,0.0
jython.csv,0.52,0.15,0.0,0.61,0.6,0.36,0.56,0.0,0.85,1.0,0.8,0.52,0.58,0.39,0.43
mclient-mume.csv,0.29,0.0,0.08,0.21,0.12,0.3,0.44,0.25,0.38,0.0,0.3,0.44,0.21,0.39,0.55
papertoolkit.csv,0.0,0.0,0.0,0.0,0.02,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primefaces.csv,0.52,1.0,0.99,0.36,0.68,0.79,1.0,0.75,0.62,1.0,0.35,0.0,0.37,0.77,1.0
st-filteredstatistics.csv,0.57,0.67,0.96,0.32,0.42,0.72,0.78,0.5,0.0,0.0,0.52,0.15,0.74,0.71,0.48
toped.csv,0.33,0.52,0.95,0.11,0.48,0.91,0.0,0.0,0.23,0.0,0.1,0.11,0.21,0.45,0.81
triplea.csv,0.0,0.59,0.88,0.43,0.72,0.45,0.44,0.75,0.62,1.0,0.48,0.3,0.63,0.55,0.36
web-cat.csv,0.19,0.11,0.0,0.54,0.18,0.0,0.33,0.25,0.15,0.0,0.32,0.3,0.05,0.0,0.12
