,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.61,0.43,0.22,0.53,0.31,0.35,0.69,0.68,0.85,0.42,0.22,0.54,0.61,0.57,0.58,0.19
customsagetv.csv,0.36,0.3,0.06,0.59,0.58,0.28,0.45,0.16,0.35,0.42,0.24,0.21,0.49,0.17,0.24,0.9
fluidium.csv,0.05,0.06,0.09,0.31,0.0,0.23,0.0,0.05,0.0,0.02,0.01,0.1,0.02,0.66,0.0,0.1
guineu.csv,0.69,0.34,0.52,0.45,0.51,0.66,0.55,0.36,0.41,0.41,0.48,0.0,0.52,0.0,0.5,0.85
inkscape.csv,0.52,0.59,0.58,0.58,0.31,0.0,0.67,0.55,0.41,0.64,0.22,0.65,0.21,0.57,0.36,0.55
mpqc.csv,0.27,0.0,0.0,0.0,0.0,0.58,0.06,0.34,0.0,0.05,0.34,0.42,0.13,0.17,0.0,0.0
nsis.csv,0.48,0.42,0.62,0.31,0.38,0.69,0.31,0.36,0.53,0.52,0.7,0.69,0.59,0.31,0.46,0.74
octave.csv,0.58,0.39,0.23,0.58,0.54,0.61,0.7,0.46,0.46,0.64,0.28,0.58,0.57,0.58,0.43,0.28
owfs.csv,0.21,0.21,0.5,0.48,0.63,0.46,0.58,0.53,0.55,0.42,0.0,0.0,0.58,0.4,0.33,0.36
owlib.csv,0.46,0.74,0.54,0.7,0.63,0.35,0.68,0.67,0.65,0.58,0.36,0.56,0.58,0.58,0.62,0.19
pamguard.csv,0.42,0.41,0.57,0.64,0.6,0.48,0.59,0.56,0.7,0.33,0.23,0.48,0.6,0.17,0.67,0.24
prelude.csv,0.33,0.05,0.77,0.41,0.36,0.35,0.58,0.26,0.67,0.51,0.0,0.79,0.37,0.64,0.24,0.68
robocode.csv,0.73,0.66,0.12,0.58,0.63,0.48,0.73,0.7,0.64,0.56,0.39,0.48,0.58,0.59,0.5,0.58
uwom-server.csv,0.35,0.35,0.0,0.31,0.53,0.38,0.48,0.34,0.41,0.61,0.38,0.57,0.29,0.49,0.23,0.48
zengine.csv,0.0,0.27,0.58,0.49,0.37,0.48,0.13,0.27,0.42,0.55,0.45,0.87,0.27,0.32,0.32,0.73
zildo.csv,0.64,0.61,0.31,0.59,0.27,0.29,0.51,0.4,0.58,0.47,0.19,0.22,0.71,0.33,0.54,0.76
