,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.58,0.31,0.18,0.34,0.5,0.46,0.33,0.52,0.52,0.48,0.49,0.27,0.56,0.45,0.99,0.57,0.23,0.71,0.39,0.34
buddata-ebxml-registry.csv,0.47,0.21,0.11,0.22,0.9,0.79,0.43,0.47,0.57,0.58,0.67,0.17,0.83,0.49,0.72,0.78,0.08,0.64,1.0,0.88
cornerstone.csv,0.51,0.31,0.19,0.33,0.52,0.61,0.33,0.46,0.54,0.3,0.96,0.2,0.63,0.38,0.62,0.66,0.1,0.52,0.4,0.43
emeraldemu.csv,0.47,0.3,0.24,0.36,0.35,0.23,0.38,0.96,0.25,0.27,0.5,0.23,0.63,0.46,0.6,0.43,0.27,0.56,0.62,0.65
jahshakafx.csv,0.99,0.29,0.2,0.13,0.37,0.31,0.44,0.48,0.39,0.42,0.41,0.23,0.43,0.25,0.59,0.49,0.21,0.51,0.44,0.5
jaolt.csv,0.57,0.31,0.2,0.29,0.33,0.36,0.29,0.48,0.47,0.48,0.26,0.14,0.97,0.47,0.64,0.52,0.0,0.43,0.6,0.74
kmess.csv,0.45,0.24,0.14,0.21,0.61,0.62,0.36,0.52,0.52,0.52,0.54,0.16,0.77,0.49,0.72,0.98,0.1,0.55,0.63,0.73
maya-work-in-progress.csv,0.54,0.26,0.15,0.36,0.67,0.7,0.47,0.52,0.57,0.98,0.67,0.18,0.81,0.46,0.7,0.63,0.12,0.59,0.86,0.84
mia.csv,0.11,0.15,0.3,0.18,0.56,0.55,0.23,0.29,0.35,0.17,0.36,0.94,0.36,0.38,0.45,0.49,0.13,0.34,0.49,0.69
mp-rechnungs-und-kundenverwaltung.csv,0.21,0.2,0.12,0.16,0.53,0.69,0.29,0.43,0.41,0.38,0.52,0.2,0.47,0.94,0.47,0.56,0.04,0.41,0.23,0.73
novembre.csv,0.48,0.32,0.23,0.12,0.38,0.27,1.0,0.47,0.25,0.34,0.44,0.13,0.44,0.36,0.6,0.33,0.21,0.56,0.3,0.33
ns-3.csv,0.48,0.27,0.12,0.25,0.47,0.99,0.45,0.5,0.59,0.56,0.57,0.17,0.8,0.5,0.71,0.73,0.12,0.54,0.72,0.79
nullc.csv,0.5,0.21,0.11,0.22,0.99,0.78,0.43,0.48,0.56,0.52,0.58,0.17,0.72,0.49,0.71,0.75,0.1,0.57,0.67,0.77
open-beos.csv,0.51,0.23,0.22,0.33,0.52,0.52,0.33,0.51,0.98,0.45,0.51,0.28,0.46,0.47,0.5,0.48,0.12,0.49,0.41,0.4
pixel-commandos.csv,0.25,0.25,0.14,0.14,0.11,0.13,0.12,0.34,0.04,0.06,0.14,0.0,0.03,0.0,0.2,0.17,1.0,0.15,0.19,0.13
plee-the-bear.csv,0.3,0.06,0.92,0.15,0.72,0.71,0.35,0.34,0.47,0.57,0.54,0.1,0.66,0.48,0.41,0.57,0.04,0.52,0.88,0.78
reaper-ecad.csv,0.4,0.18,0.11,0.92,0.76,0.67,0.4,0.47,0.42,0.39,0.38,0.08,0.61,0.47,0.6,0.68,0.03,0.53,0.59,0.58
unladen-swallow.csv,0.16,0.61,0.07,0.07,0.39,0.56,0.37,0.29,0.37,0.46,0.16,0.16,0.52,0.36,0.3,0.48,0.0,0.36,0.63,0.54
xmoto.csv,0.58,0.31,0.17,0.31,0.68,0.54,0.38,0.56,0.59,0.63,0.65,0.22,0.77,0.48,0.71,0.54,0.13,1.0,0.75,0.69
zxing.csv,0.46,0.23,0.2,0.25,0.52,0.47,0.57,0.52,0.34,0.64,0.33,0.11,0.37,0.47,0.69,0.6,0.18,0.51,0.51,0.99
