,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.65,0.71,0.66,0.54,0.39,0.37,0.47,0.57,0.48,0.39,0.45,0.63,0.47,0.52,0.98,0.47,0.76,0.67,0.28,0.25
buddata-ebxml-registry.csv,0.0,0.05,0.0,0.0,0.0,0.21,0.0,0.09,0.05,0.0,0.09,0.05,0.0,0.13,0.13,0.09,0.0,0.27,1.0,0.24
cornerstone.csv,0.61,0.73,0.78,0.54,0.41,0.53,0.48,0.6,0.53,0.26,0.96,0.52,0.55,0.4,0.6,0.6,0.65,0.53,0.29,0.33
emeraldemu.csv,0.58,0.48,0.47,0.54,0.26,0.17,0.38,0.95,0.18,0.19,0.47,0.26,0.52,0.59,0.55,0.33,0.55,0.47,0.0,0.49
jahshakafx.csv,0.98,0.53,0.52,0.2,0.28,0.23,0.45,0.53,0.38,0.33,0.37,0.43,0.36,0.22,0.54,0.42,0.55,0.47,0.32,0.4
jaolt.csv,0.61,0.76,0.63,0.62,0.24,0.28,0.42,0.56,0.46,0.43,0.19,0.45,0.96,0.6,0.63,0.45,0.0,0.37,0.49,0.61
kmess.csv,0.61,0.66,0.66,0.5,0.46,0.55,0.52,0.68,0.59,0.58,0.53,0.54,0.55,0.57,0.7,0.98,0.64,0.57,0.52,0.63
maya-work-in-progress.csv,0.69,0.64,0.68,0.81,0.56,0.63,0.57,0.64,0.64,1.0,0.52,0.55,0.48,0.37,0.54,0.54,0.75,0.6,0.7,0.58
mia.csv,0.16,0.38,0.53,0.15,0.42,0.47,0.24,0.31,0.36,0.11,0.33,0.91,0.29,0.49,0.4,0.43,0.29,0.32,0.32,0.54
mp-rechnungs-und-kundenverwaltung.csv,0.25,0.55,0.54,0.42,0.42,0.57,0.37,0.53,0.44,0.41,0.48,0.64,0.38,0.91,0.44,0.5,0.28,0.4,0.16,0.64
novembre.csv,0.45,0.53,0.73,0.14,0.28,0.2,1.0,0.49,0.18,0.26,0.39,0.41,0.34,0.38,0.53,0.26,0.55,0.44,0.21,0.24
ns-3.csv,0.5,0.71,0.49,0.53,0.36,0.99,0.36,0.59,0.66,0.61,0.56,0.5,0.43,0.64,0.53,0.51,0.69,0.58,0.46,0.63
nullc.csv,0.54,0.0,0.0,0.0,0.98,0.32,0.09,0.47,0.3,0.0,0.55,0.0,0.52,0.61,0.17,0.41,0.52,0.36,0.57,0.69
open-beos.csv,0.56,0.36,0.56,0.38,0.41,0.44,0.48,0.56,0.97,0.36,0.5,0.67,0.39,0.57,0.45,0.41,0.53,0.46,0.3,0.32
pixel-commandos.csv,0.19,0.4,0.18,0.25,0.07,0.09,0.09,0.25,0.02,0.04,0.1,0.0,0.01,0.0,0.13,0.12,1.0,0.1,0.12,0.09
plee-the-bear.csv,0.41,0.15,0.9,0.1,0.0,0.26,0.46,0.41,0.25,0.09,0.46,0.07,0.48,0.0,0.39,0.44,0.09,0.3,0.0,0.0
reaper-ecad.csv,0.53,0.5,0.55,0.93,0.3,0.47,0.5,0.58,0.47,0.39,0.35,0.3,0.52,0.59,0.58,0.61,0.27,0.55,0.38,0.47
unladen-swallow.csv,0.14,0.59,0.37,0.2,0.28,0.48,0.49,0.37,0.43,0.34,0.12,0.52,0.43,0.47,0.27,0.42,0.0,0.39,0.48,0.35
xmoto.csv,0.73,0.69,0.7,0.57,0.55,0.45,0.54,0.71,0.63,0.62,0.57,0.69,0.55,0.57,0.69,0.48,0.71,1.0,0.65,0.56
zxing.csv,0.58,0.45,0.69,0.42,0.41,0.38,0.68,0.53,0.26,0.63,0.26,0.4,0.27,0.6,0.68,0.52,0.74,0.48,0.38,0.98
