,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.44,0.47,0.5,0.54,0.67,0.69,0.75,0.52,0.59,0.66,0.65,0.48,0.66,0.6,0.02,0.59,0.33,0.39,0.76,0.79
buddata-ebxml-registry.csv,1.0,0.99,1.0,1.0,1.0,0.95,1.0,0.98,0.99,1.0,0.98,0.99,1.0,0.97,0.97,0.98,1.0,0.93,0.0,0.94
cornerstone.csv,0.51,0.48,0.51,0.55,0.65,0.73,0.73,0.6,0.56,0.8,0.06,0.62,0.6,0.68,0.61,0.51,0.62,0.61,0.75,0.72
emeraldemu.csv,0.76,0.59,0.59,0.53,0.79,0.87,0.68,0.06,0.85,0.84,0.83,0.78,0.75,0.71,0.54,0.72,0.51,0.59,1.13,0.82
jahshakafx.csv,0.02,0.57,0.56,0.86,0.98,0.81,0.62,0.57,0.71,0.72,0.73,0.64,0.77,0.82,0.55,0.68,0.52,0.61,0.76,0.68
jaolt.csv,0.47,0.51,0.48,0.54,0.81,0.77,0.78,0.56,0.63,0.64,0.84,0.74,0.05,0.63,0.59,0.65,1.02,0.69,0.57,0.66
kmess.csv,0.66,0.65,0.65,0.69,0.81,0.59,0.7,0.61,0.7,0.71,0.66,0.76,0.78,0.55,0.47,0.04,0.64,0.62,0.54,0.55
maya-work-in-progress.csv,0.66,0.57,0.65,0.47,0.63,0.54,0.78,0.71,0.64,0.02,0.81,0.79,0.83,0.9,0.8,0.76,0.63,0.7,0.55,0.77
mia.csv,1.03,0.79,0.53,0.88,0.85,0.75,0.82,0.77,0.76,0.91,0.78,0.11,0.83,0.72,0.7,0.75,0.76,0.78,1.0,0.75
mp-rechnungs-und-kundenverwaltung.csv,0.88,0.75,0.79,0.81,0.75,0.73,0.75,0.63,0.72,0.76,0.63,0.71,0.69,0.11,0.71,0.64,0.9,0.71,0.9,0.43
novembre.csv,0.61,0.56,0.39,0.88,0.77,0.84,0.0,0.59,0.85,0.78,0.69,0.76,0.72,0.7,0.55,0.8,0.52,0.61,0.96,0.8
ns-3.csv,0.83,0.58,0.83,0.81,0.7,0.02,0.9,0.76,0.56,0.57,0.59,0.83,0.87,0.67,0.81,0.82,0.55,0.69,0.86,0.68
nullc.csv,0.8,1.0,1.0,1.0,0.02,0.91,0.97,0.84,0.92,1.01,0.57,1.0,0.8,0.71,0.96,0.88,0.82,0.9,0.49,0.44
open-beos.csv,0.53,0.71,0.53,0.67,0.65,0.66,0.73,0.53,0.04,0.69,0.69,0.46,0.78,0.59,0.65,0.68,0.58,0.63,0.89,0.86
pixel-commandos.csv,0.85,0.68,0.85,0.83,0.94,0.93,0.93,0.79,0.98,0.97,0.92,1.0,0.99,1.0,0.89,0.9,0.0,0.92,0.9,0.93
plee-the-bear.csv,0.91,0.96,0.12,0.92,1.05,0.95,0.87,0.91,0.97,0.98,0.86,0.94,0.84,1.0,0.89,0.89,1.1,0.94,1.01,1.01
reaper-ecad.csv,0.78,0.75,0.68,0.08,0.95,0.85,0.62,0.58,0.74,0.93,0.77,0.91,0.61,0.6,0.61,0.67,0.95,0.76,0.94,0.71
unladen-swallow.csv,0.89,0.46,0.87,0.97,1.02,0.8,0.67,0.81,0.85,0.95,0.91,0.81,0.81,0.74,0.88,0.83,1.23,0.87,0.72,0.98
xmoto.csv,0.44,0.47,0.53,0.54,0.69,0.83,0.78,0.49,0.51,0.45,0.77,0.57,0.78,0.76,0.56,0.67,0.5,0.0,0.4,0.7
zxing.csv,0.59,0.66,0.46,0.67,0.65,0.69,0.42,0.54,0.78,0.44,0.79,0.83,0.77,0.6,0.53,0.57,0.38,0.61,0.7,0.02
