,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.45,0.44,0.49,0.57,0.44,0.64,0.46,0.55,0.65,0.71,0.55,0.53,0.55,0.53,0.45,0.48,0.55,0.52,0.69,0.93
buddata-ebxml-registry.csv,0.48,0.48,0.4,0.53,0.44,0.4,0.35,0.36,0.4,0.46,0.32,0.41,0.36,0.35,0.37,0.41,0.43,0.44,0.34,0.36
cornerstone.csv,0.46,0.43,0.55,0.65,0.47,0.53,0.52,0.5,0.64,0.87,0.47,0.53,0.4,0.62,0.45,0.57,0.53,0.58,0.65,0.61
emeraldemu.csv,0.54,0.66,0.89,0.74,0.67,0.96,0.73,0.64,0.97,0.8,0.42,0.94,0.57,0.49,0.49,0.71,0.91,0.67,0.64,0.56
jahshakafx.csv,0.51,0.57,0.7,0.74,0.8,0.97,0.75,0.67,0.81,0.82,0.59,0.72,0.7,0.96,0.51,0.62,0.87,0.65,0.7,0.58
jaolt.csv,0.49,0.38,0.67,0.57,0.55,0.77,0.46,0.52,0.51,0.56,0.92,0.46,0.42,0.41,0.4,0.51,0.76,0.65,0.59,0.35
kmess.csv,0.56,0.55,0.49,0.67,0.62,0.55,0.45,0.45,0.48,0.6,0.42,0.47,0.41,0.49,0.44,0.49,0.47,0.59,0.61,0.47
maya-work-in-progress.csv,0.45,0.46,0.4,0.42,0.45,0.42,0.29,0.33,0.37,0.52,0.33,0.36,0.32,0.33,0.35,0.36,0.38,0.41,0.3,0.3
mia.csv,0.97,0.87,0.96,0.9,0.86,0.76,0.91,0.93,0.96,0.67,0.76,0.94,0.89,0.53,0.83,0.87,0.91,0.96,0.81,0.54
mp-rechnungs-und-kundenverwaltung.csv,0.9,0.64,0.42,0.66,0.84,0.55,0.79,0.62,0.76,0.69,0.58,0.51,0.59,0.69,0.7,0.78,0.53,0.89,0.9,0.46
novembre.csv,0.64,0.58,0.56,0.83,0.54,0.85,0.67,0.65,0.97,0.89,0.64,0.61,0.7,0.76,0.49,0.75,0.8,0.64,0.93,0.91
ns-3.csv,0.5,0.42,0.44,0.54,0.5,0.49,0.35,0.39,0.44,0.55,0.42,0.4,0.38,0.36,0.38,0.41,0.46,0.43,0.45,0.35
nullc.csv,0.45,0.48,0.4,0.53,0.45,0.42,0.35,0.38,0.42,0.47,0.56,0.4,0.34,0.35,0.38,0.42,0.49,0.45,0.38,0.33
open-beos.csv,0.5,0.73,0.66,0.8,0.63,0.61,0.37,0.65,0.58,0.75,0.46,0.48,0.59,0.48,0.55,0.56,0.54,0.56,0.9,0.71
pixel-commandos.csv,0.96,0.75,0.97,0.93,0.67,0.91,0.5,0.97,0.67,0.0,0.88,0.0,0.5,0.8,0.91,0.91,0.75,0.67,0.86,0.75
plee-the-bear.csv,0.7,1.0,0.97,0.67,0.58,0.46,0.43,0.47,0.46,0.47,0.41,0.5,0.49,0.35,0.65,0.6,0.45,0.51,0.42,0.41
reaper-ecad.csv,0.62,0.72,0.58,0.96,0.57,0.52,0.55,0.66,0.74,0.6,0.81,0.64,0.7,0.59,0.52,0.57,0.67,0.57,0.62,0.71
unladen-swallow.csv,0.98,1.0,0.63,0.84,0.91,0.64,0.65,0.71,0.59,0.53,0.92,0.48,0.65,0.59,0.88,0.71,0.6,0.71,0.62,0.6
xmoto.csv,0.46,0.47,0.51,0.6,0.51,0.53,0.37,0.44,0.44,0.61,0.33,0.41,0.34,0.34,0.42,0.52,0.57,0.56,0.42,0.4
zxing.csv,0.61,0.67,0.49,0.52,0.53,0.61,0.55,0.66,0.98,0.59,0.94,0.42,0.95,0.46,0.39,0.39,0.45,0.56,0.71,0.4
