,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.55,0.2,0.1,0.26,0.94,0.81,0.25,0.51,0.67,0.79,0.61,0.18,0.76,0.42,1.0,0.89,0.14,0.79,1.0,0.86
buddata-ebxml-registry.csv,0.3,0.12,0.06,0.13,0.82,0.67,0.27,0.31,0.4,0.41,0.51,0.09,0.71,0.32,0.56,0.63,0.04,0.47,1.0,0.78
cornerstone.csv,0.45,0.19,0.1,0.25,0.95,0.66,0.26,0.37,0.61,0.47,0.96,0.12,0.78,0.4,0.62,0.77,0.05,0.55,1.0,0.89
emeraldemu.csv,0.33,0.23,0.17,0.28,0.92,0.87,0.45,0.99,0.64,1.0,0.45,0.24,0.7,0.34,0.74,0.79,0.18,0.83,0.89,0.73
jahshakafx.csv,0.99,0.2,0.12,0.11,0.65,0.9,0.5,0.47,0.46,0.82,0.55,0.16,0.7,0.36,0.72,0.7,0.13,0.65,0.95,0.83
jaolt.csv,0.56,0.19,0.12,0.19,0.91,0.8,0.23,0.43,0.54,0.67,0.62,0.08,1.0,0.37,0.63,0.72,0.0,0.6,1.0,0.8
kmess.csv,0.34,0.14,0.08,0.13,0.78,0.75,0.28,0.38,0.42,0.42,0.54,0.09,0.73,0.44,0.7,0.98,0.05,0.51,1.0,0.84
maya-work-in-progress.csv,0.38,0.16,0.08,0.22,0.85,0.76,0.31,0.37,0.46,0.97,0.54,0.1,0.73,0.31,0.58,0.62,0.07,0.48,0.96,0.79
mia.csv,0.1,0.09,0.21,0.3,0.76,0.63,0.27,0.32,0.38,1.0,0.48,1.0,0.64,0.31,0.6,0.6,0.09,0.43,0.88,0.76
mp-rechnungs-und-kundenverwaltung.csv,0.19,0.11,0.07,0.1,0.8,0.68,0.26,0.37,0.4,0.38,0.61,0.11,0.83,1.0,0.56,0.69,0.02,0.48,0.9,0.92
novembre.csv,0.59,0.23,0.14,0.12,0.92,0.74,1.0,0.48,0.68,0.78,0.61,0.08,0.81,0.39,0.79,0.71,0.13,1.0,0.86,1.0
ns-3.csv,0.33,0.16,0.07,0.15,0.89,0.99,0.29,0.35,0.5,0.5,0.6,0.09,0.72,0.37,0.58,0.64,0.06,0.47,0.93,0.8
nullc.csv,0.34,0.12,0.06,0.13,1.0,0.67,0.28,0.33,0.4,0.37,0.63,0.09,0.71,0.35,0.56,0.64,0.05,0.43,1.0,0.88
open-beos.csv,0.5,0.18,0.14,0.32,0.95,0.75,0.26,0.49,0.99,0.83,0.52,0.17,0.67,0.39,0.65,0.71,0.07,0.6,0.9,0.67
pixel-commandos.csv,0.64,0.2,0.12,0.11,1.0,0.91,0.5,0.81,1.0,1.0,0.5,0.0,0.5,0.0,0.91,0.82,1.0,1.0,1.0,1.0
plee-the-bear.csv,0.22,0.04,0.97,0.67,0.76,0.63,0.24,0.24,0.35,0.4,0.46,0.5,0.68,0.32,0.43,0.56,0.02,0.4,0.93,0.73
reaper-ecad.csv,0.29,0.11,0.06,0.92,0.79,0.64,0.35,0.4,0.38,0.31,0.48,0.05,0.78,0.38,0.62,0.66,0.02,0.44,0.91,0.76
unladen-swallow.csv,0.28,0.71,0.04,0.05,0.64,0.62,0.3,0.24,0.32,0.34,0.42,0.09,0.65,0.29,0.4,0.55,0.0,0.34,0.94,0.65
xmoto.csv,0.47,0.2,0.09,0.22,0.83,0.6,0.26,0.44,0.55,0.68,0.53,0.13,0.73,0.34,0.65,0.67,0.07,1.0,1.0,0.78
zxing.csv,0.38,0.16,0.11,0.19,0.95,0.8,0.5,0.56,0.71,0.7,0.61,0.07,0.85,0.38,0.66,0.75,0.1,0.59,0.96,1.0
