,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.65,0.29,0.47,0.68
jajuk.csv,0.79,0.34,0.45,0.79
vapor.csv,0.63,0.25,0.41,0.08
zorannt.csv,0.58,0.48,0.28,0.22
