,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,6.0,3.0,12.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0
bdbbasic.csv,9.0,5.0,20.0,0.0,5.0,2.0,0.0,2.0,1.0,1.0,32.0
bibletime.csv,0.0,34.0,79.0,0.0,0.0,13.0,8.0,3.0,0.0,0.0,55.0
crux-framework.csv,105.0,155.0,411.0,70.0,82.0,116.0,67.0,168.0,153.0,79.0,0.0
etherboot.csv,0.0,54.0,13.0,1.0,0.0,3.0,6.0,2.0,0.0,0.0,18.0
gnukeda.csv,5.0,19.0,0.0,0.0,5.0,2.0,6.0,8.0,0.0,0.0,66.0
google-gears.csv,0.0,17.0,3.0,2.0,2.0,10.0,8.0,1.0,0.0,0.0,22.0
jnode.csv,105.0,0.0,0.0,70.0,82.0,116.0,67.0,168.0,153.0,79.0,111.0
openmeetings.csv,4.0,0.0,48.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,18.0
pgui.csv,0.0,12.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,12.0
wxcrp.csv,0.0,15.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,40.0
