,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.24,0.62,0.11,0.45,0.11,0.97,0.25,0.27,0.4,0.4,0.15
bdbbasic.csv,0.46,0.52,0.13,0.58,0.33,0.56,0.94,0.43,0.6,0.56,0.08
bibletime.csv,0.49,0.24,0.08,0.54,0.45,0.48,0.42,0.44,0.64,1.0,0.06
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
etherboot.csv,0.45,0.27,0.08,0.39,0.95,0.24,0.39,0.45,0.61,0.49,0.12
gnukeda.csv,0.43,0.29,0.08,0.97,0.4,0.54,0.45,0.46,0.61,0.75,0.05
google-gears.csv,0.45,0.38,0.09,0.7,0.41,0.48,0.49,0.44,0.99,0.89,0.11
jnode.csv,0.0,0.16,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openmeetings.csv,0.39,1.0,0.12,0.33,0.32,0.54,0.33,0.51,0.37,0.52,0.08
pgui.csv,0.33,0.39,0.06,0.44,0.24,0.43,0.32,0.96,0.56,0.52,0.1
wxcrp.csv,0.97,0.3,0.08,0.45,0.22,0.56,0.25,0.46,0.37,0.33,0.06
