,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.73,0.71,0.5,0.95,0.46,0.5,0.72,0.26,0.89,0.64,0.45,0.91,0.85,0.78,0.38,0.45,0.49
amygdala.csv,0.41,0.47,0.77,0.65,0.5,0.88,0.65,0.67,0.62,0.45,0.9,0.54,0.52,0.97,0.92,0.83,0.59
chrysalis.csv,0.52,0.5,0.58,0.44,0.52,0.5,0.57,0.97,0.58,0.48,0.5,0.85,0.43,0.46,0.34,0.42,0.38
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.8,0.0,0.88,0.0,0.0,0.75,0.83
hydrate.csv,0.38,0.45,0.37,0.38,0.42,0.57,0.42,0.25,0.43,0.47,0.44,0.32,0.44,0.49,0.44,0.35,0.37
ivef-sdk.csv,0.44,0.48,0.62,0.48,0.6,0.61,0.7,0.0,0.47,0.62,0.75,0.57,0.95,0.78,0.49,0.0,0.53
jmri.csv,0.53,0.57,0.54,0.7,0.54,0.74,0.53,0.97,0.65,0.62,0.77,0.59,0.83,0.0,0.33,0.69,0.38
jython.csv,0.42,0.52,0.75,0.46,0.53,0.47,0.42,0.97,0.6,0.5,0.49,0.42,0.62,0.79,0.33,0.52,0.4
kdenlive.csv,0.42,0.49,0.43,0.5,0.4,0.53,0.56,0.26,0.45,0.53,0.4,0.42,0.38,0.53,0.43,0.36,0.36
opentibia.csv,0.52,0.45,0.66,0.91,0.5,0.67,0.43,0.97,0.8,0.75,0.65,0.67,0.47,0.76,0.4,0.41,0.89
projectfactory.csv,0.92,0.93,0.65,0.8,0.68,0.62,0.6,0.26,0.55,0.68,0.57,0.75,0.6,0.83,0.6,0.44,0.48
runuomondains.csv,0.47,0.48,0.48,0.54,0.52,0.41,0.54,0.97,0.44,0.45,0.73,0.52,0.47,0.69,0.38,0.45,0.47
somap.csv,0.42,0.45,0.38,0.43,0.39,0.47,0.49,0.26,0.41,0.41,0.44,0.38,0.43,0.44,0.34,0.37,0.35
taverna.csv,0.76,0.7,0.88,0.67,0.68,0.77,0.64,0.24,0.61,0.71,0.61,0.62,0.5,0.59,0.63,0.82,0.65
tigermud.csv,0.93,0.88,0.51,0.67,0.65,0.83,0.88,0.27,0.91,0.71,0.68,0.49,0.52,0.44,0.52,0.39,0.79
x-ray-mule.csv,0.74,0.83,0.99,0.71,0.66,0.0,0.92,0.5,0.49,0.67,0.67,0.61,0.92,0.97,0.75,0.67,0.82
