,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.83,0.89,0.31,0.96,0.92
nabu-library.csv,0.87,0.86,0.77,0.78,0.26
pcgen.csv,0.95,0.37,1.0,0.91,0.99
selenium.csv,0.42,0.5,0.7,0.45,0.99
tolven.csv,0.56,0.39,0.89,0.36,0.89
