,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.52,0.5,0.41,0.47,0.3,0.6,0.65,1.0
jlinalg.csv,0.14,0.7,0.91,0.73,0.41,0.48,0.72,1.0
jmule.csv,0.41,0.43,0.52,0.35,0.43,0.53,0.36,0.24
knowledge.csv,0.25,0.64,0.78,0.89,0.16,0.65,0.65,0.74
massiv.csv,0.88,0.7,0.67,1.0,1.0,0.03,0.9,0.83
ng4j.csv,0.44,0.69,0.48,0.42,0.31,0.38,0.3,0.75
playerstage.csv,0.48,0.47,0.53,0.35,0.45,0.6,0.36,0.79
superwaba.csv,0.77,0.41,0.49,0.61,0.48,0.82,0.59,0.73
