,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.62,0.47,0.37,0.8,0.32,0.82,0.0
gstreamer.csv,0.78,0.47,0.88,0.59,0.84,0.26,0.33
ifmo-game-1.csv,0.25,0.0,0.18,0.01,0.11,0.35,0.0
pi-qmc.csv,0.52,0.41,0.49,0.52,0.14,0.61,0.67
quarkplusplus.csv,0.36,0.28,0.36,0.16,0.2,0.16,0.22
xapian.csv,0.81,0.97,0.81,0.23,0.7,0.57,0.67
zemljanka.csv,0.62,0.81,0.97,0.94,0.8,0.64,0.0
