,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,57.0,39.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0
bzbyte.csv,36.0,419.0,3.0,13.0,208.0,0.0,3.0,0.0,217.0
encog-java.csv,0.0,419.0,86.0,1.0,0.0,64.0,121.0,0.0,217.0
galaxium.csv,20.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
h2database.csv,11.0,2.0,86.0,0.0,0.0,0.0,1.0,0.0,217.0
haphazard.csv,4.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
jaql.csv,38.0,3.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0
raven-monitoring.csv,33.0,42.0,0.0,4.0,1.0,0.0,6.0,0.0,0.0
v8.csv,19.0,12.0,0.0,3.0,0.0,1.0,6.0,0.0,0.0
