,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.67,0.17,0.51,0.29,0.23,0.63,1.0,0.23,0.21,1.0
gamestone.csv,0.89,1.0,0.62,0.33,0.14,1.0,0.35,0.23,0.31,1.0
gbif-providertoolkit.csv,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.43,0.33,1.0
heekscad.csv,1.0,0.21,0.6,0.4,0.25,0.67,0.43,0.21,0.26,0.91
igarden.csv,0.87,0.14,0.62,1.0,0.25,0.71,0.28,0.22,0.28,1.0
levent.csv,0.79,0.33,0.48,0.33,0.27,0.96,0.35,0.22,0.29,0.93
owlapi.csv,1.0,0.0,1.0,0.0,0.0,0.88,0.0,1.0,0.2,0.0
pnotepad.csv,0.69,0.15,0.45,0.3,0.18,0.73,0.38,0.16,0.21,1.0
quark.csv,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
xcsoar.csv,0.8,0.36,1.0,0.31,0.29,0.82,0.43,0.32,0.23,1.0
