,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.4,0.38,0.57,0.35,0.79,0.24,0.97,0.76,0.69,0.4
gamestone.csv,0.1,1.0,0.29,0.1,0.14,0.08,0.16,0.12,0.31,0.15
gbif-providertoolkit.csv,0.04,0.0,0.04,0.0,0.79,0.1,0.03,0.24,0.08,0.02
heekscad.csv,0.95,0.5,0.61,0.81,0.57,0.2,0.32,0.52,0.69,0.44
igarden.csv,0.35,0.25,0.23,0.97,0.14,0.49,0.13,0.16,0.69,0.1
levent.csv,0.69,0.62,0.57,0.48,0.86,1.0,0.82,0.6,0.77,0.52
owlapi.csv,0.04,0.0,0.02,0.0,0.0,0.14,0.0,0.92,0.08,0.0
pnotepad.csv,0.99,0.88,0.95,1.0,0.93,0.82,0.92,0.8,1.0,0.98
quark.csv,0.05,0.0,0.0,0.03,0.07,0.0,0.0,0.0,0.92,0.0
xcsoar.csv,0.52,0.5,0.95,0.32,0.71,0.37,0.34,0.48,1.0,0.21
